% Device,10M100491
% File name,10M100491_20120222_070924
% Cast time (UTC),2012-02-22 07:09:24
% Cast time (local),2012-02-22 07:09:24
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),145.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-02-01
% Temperature calibration date,2011-02-01
% Pressure calibration date,2011-01-27
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
19.95,19.829137948757992,9.7699806331334322,38108.316561090352,54800.600787185525,35.23406103564696,1489.6176708522005,1027.2648023969766
20.25,20.127295348241031,9.7720967483358265,38109.2620113141,54798.62529880082,35.232820710157227,1489.6287225631202,1027.2648314094245
20.55,20.425452710738924,9.7684585798986987,38104.254483293465,54797.158171002942,35.231082255838054,1489.6184223576172,1027.2654484163159
20.85,20.723609648838195,9.7731941885909919,38111.555440289136,54800.193553679128,35.233827090371307,1489.6437829555314,1027.2681470176979
21.150000000000002,21.021765666288928,9.76976568207748,38111.035216446617,54804.849081987682,35.236509591644271,1489.6396369369741,1027.2721836113617
21.45,21.319921890471328,9.7730735891130589,38107.036103883496,54793.885283431278,35.229004008477624,1489.6473352002463,1027.2671136291558
21.75,21.61808121277554,9.769007501030071,38081.046782567748,54762.918932097149,35.206054488176235,1489.6095939557008,1027.2512264394775
22.05,21.916242718358205,9.7695579855315025,38081.668995210217,54762.946671707716,35.206015713626634,1489.6164691087211,1027.2524604572025
22.35,22.214406102467336,9.76998488750667,38063.501420450651,54736.148927875132,35.186729785171437,1489.5993986383803,1027.2386735897221
22.650000000000002,22.512570661324652,9.770993307052656,38070.67477794888,54744.876630008359,35.19299559585464,1489.6156224824156,1027.2447569435697
22.95,22.810734311313542,9.77677500500721,38076.543759925669,54744.213278033043,35.193244465879381,1489.641707778188,1027.2453272644327
23.25,23.108899105157665,9.7864099813882426,38076.166863392515,54728.508753510905,35.183287040285911,1489.6692182611596,1027.2372664106435
23.55,23.407062203528586,9.781943673709387,38094.437786556628,54761.80132991109,35.2063436044701,1489.6862065768871,1027.2574012287387
23.909545358152876,23.764404479264982,9.78834840192252,38086.857185008826,54740.824061230829,35.192094755971638,1489.6978123902882,1027.246804642311

