## DATE:2017-11-11T15:18:52	LATITUDE:18.7920255	LONGITUDE:-111.0789835
0.387866871983	1536.12465754
0.605471695891	1539.78222262
0.639916867893	1537.06089083
1.09723130391	1539.80727325
1.34293029217	1539.81676807
5.62245390972	1539.876
5.70314319556	1539.87832653
5.7460363826	1539.88
5.80446772083	1539.88375459
9.9014905059	1539.97141428
14.7981143865	1539.5524049
15.0759173688	1539.54528778
36.7053697049	1531.30622001
43.8942566794	1531.37746031
54.1288836613	1525.39058463
62.7680950159	1529.60686003
83.8706259054	1517.40822106
111.477774836	1507.61247879
117.709191839	1507.11938859
122.236594746	1505.77433696
128.472874928	1505.12944188
131.051570475	1504.0130038
131.117279486	1504.24406324
140.15076579	1502.63570529
247.78101736	1498.77018383
