7-30-13, 9:52:54, 1504.00, 0.50, 16.83, 4.29
7-30-13, 9:52:54, 1503.40, 1.00, 16.83, 4.32
7-30-13, 9:52:55, 1501.30, 1.50, 16.74, 4.32
7-30-13, 9:52:57, 1501.00, 2.00, 16.63, 4.28
7-30-13, 9:52:57, 1501.10, 2.50, 16.54, 4.27
7-30-13, 9:52:58, 1501.10, 3.00, 16.52, 4.29
7-30-13, 9:52:58, 1501.00, 3.50, 16.48, 4.32
7-30-13, 9:52:58, 1500.90, 4.00, 16.46, 4.28
7-30-13, 9:52:58, 1500.80, 4.50, 16.43, 4.28
7-30-13, 9:52:59, 1500.70, 5.00, 16.40, 4.26
7-30-13, 9:52:59, 1500.60, 5.50, 16.36, 4.30
7-30-13, 9:52:59, 1500.50, 6.00, 16.34, 4.29
7-30-13, 9:53:0, 1500.20, 6.50, 16.30, 4.29
7-30-13, 9:53:0, 1500.00, 7.00, 16.24, 4.31
7-30-13, 9:53:1, 1499.90, 7.50, 16.19, 4.25
7-30-13, 9:53:1, 1499.60, 8.00, 16.14, 4.25
7-30-13, 9:53:1, 1499.20, 8.50, 16.10, 4.28
7-30-13, 9:53:2, 1498.80, 9.00, 16.06, 4.26
7-30-13, 9:53:2, 1498.50, 9.50, 15.99, 4.27
7-30-13, 9:53:3, 1498.10, 10.00, 15.95, 4.31
7-30-13, 9:53:3, 1497.90, 10.50, 15.90, 4.29
7-30-13, 9:53:3, 1497.70, 11.00, 15.83, 4.32
7-30-13, 9:53:4, 1497.20, 11.50, 15.75, 4.32
7-30-13, 9:53:4, 1497.10, 12.00, 15.73, 4.32
7-30-13, 9:53:5, 1496.60, 12.50, 15.61, 4.25
7-30-13, 9:53:5, 1496.30, 13.00, 15.57, 4.29
7-30-13, 9:53:6, 1495.50, 13.50, 15.48, 4.31
7-30-13, 9:53:6, 1495.40, 14.00, 15.42, 4.31
7-30-13, 9:53:7, 1494.90, 14.50, 15.35, 4.29
7-30-13, 9:53:7, 1494.80, 15.00, 15.28, 4.27
7-30-13, 9:53:7, 1494.40, 15.50, 15.22, 4.27
7-30-13, 9:53:8, 1494.40, 16.00, 15.18, 4.27
7-30-13, 9:53:8, 1494.40, 16.50, 15.10, 4.25
7-30-13, 9:53:9, 1493.40, 17.00, 15.00, 4.29
7-30-13, 9:53:9, 1491.60, 17.50, 14.89, 4.31
7-30-13, 9:53:10, 1491.20, 18.00, 14.65, 4.25
7-30-13, 9:53:11, 1491.00, 18.50, 14.55, 4.27
7-30-13, 9:53:11, 1491.10, 19.00, 14.47, 4.29
7-30-13, 9:53:12, 1490.80, 19.50, 14.36, 4.32
7-30-13, 9:53:12, 1490.70, 20.00, 14.27, 4.31
7-30-13, 9:53:12, 1490.70, 20.50, 14.13, 4.29
7-30-13, 9:53:13, 1490.40, 21.00, 14.01, 4.29
7-30-13, 9:53:13, 1490.30, 21.50, 13.90, 4.25
7-30-13, 9:53:15, 1490.10, 22.00, 13.64, 4.25
7-30-13, 9:53:16, 1490.00, 22.50, 13.46, 4.32
7-30-13, 9:53:17, 1489.90, 23.00, 13.33, 4.28
7-30-13, 9:53:17, 1490.00, 23.50, 13.19, 4.32
7-30-13, 9:53:18, 1489.90, 24.00, 13.03, 4.31
7-30-13, 9:53:19, 1489.90, 24.50, 12.95, 4.32
7-30-13, 9:53:19, 1489.90, 25.00, 12.84, 4.28
7-30-13, 9:53:21, 1488.80, 25.50, 12.62, 4.31
7-30-13, 9:53:22, 1487.90, 26.00, 12.50, 4.30
7-30-13, 9:53:23, 1487.70, 26.50, 12.43, 4.25
7-30-13, 9:53:25, 1487.50, 27.00, 12.06, 4.30
7-30-13, 9:53:26, 1487.40, 27.50, 11.99, 4.26
7-30-13, 9:53:26, 1487.40, 28.00, 11.90, 4.26
7-30-13, 9:53:27, 1487.40, 28.50, 11.78, 4.28
7-30-13, 9:53:30, 1487.30, 29.00, 11.56, 4.31
7-30-13, 9:53:31, 1487.40, 29.50, 11.46, 4.27
7-30-13, 9:53:31, 1487.40, 30.00, 11.42, 4.26
7-30-13, 9:53:32, 1487.40, 30.50, 11.39, 4.28
7-30-13, 9:53:32, 1487.40, 31.00, 11.35, 4.26
7-30-13, 9:53:32, 1487.40, 31.50, 11.35, 4.25
