[cast header]
Latitude=NL
Longitude=NL
depthinmeters=yes
seacast version= Version 4.4.0
display options							
[instrument]							
type=minos.x							
emulationmode=disabled							
usecustomheader=yes							
sn=30940							
firmware=v4.23							
sampleunits=continuous							
sampleinterval=0							
pressureinc=0.00							
soundinc=0.00							
logfile=test. 							
dateformat=iso							
date=2018-01-04							
time=12:03:37							
memorysize=942.8 mb							
memoryused=3.8 mb							
displaytime=yes							
displaydate=yes							
displaysalinity=yes							
displaydensity=yes							
displaysoundvelocity=yes							
displaybattery=no							
relaymode=rs232 mode							
realtimelogging=yes							
loggingtimeout=0							
startupdelay=10							
displayheader=yes							
startupmode=prompt							
characterreception=yes							
loggingbreakmode=no							
detectionmode=a3							
batteryacoefficient=+3.500000e-01							
batterybcoefficient=+2.500000e-02							
shutdownvoltage=6.5							
warningvoltage=6.9							
pressureoffset=0.29							
usepressureoffset=yes							
soundvelocitythreshold=1375.00							
delimtermode=space							
sensordetectionmode=once							
traceability=yes							
skippoweroff=no							
analogchannels=disabled							
latitude=0.0000							
longitude=0.0000							
automonitorseconds=0							
fixedpressure=0.0000							
usefixedpressure=no							
biofoulingpwralways=no							
ledtimeoutsecs=300							
displayincrement=no							
autozero=yes							
							
							
[slot 1]							
sensorname=sv-c-ct.xchange sv.x sn 206370 12/01/17							
boardsn=08439							
							
[slot 3]							
sensorname=p-t-tu-do-uv.xchange p.x sn 305556 11/29/17 t.x sn 404377 11/28/17							
boardsn=06962							
>							
							
[data.x]							
data.x sn =70133							
ssid =aml_70133							
ip address =169.254.0.133							
geo-location source =gps							
c-sensor in-water threshold (ms/cm) =0.005							
sleep timeout enabled =yes							
sleep timeout (mins) =20							
shutdown timeout enabled =no							
shutdown timeout (mins) =60							
wi-fi sleep timeout enabled =yes							
wi-fi sleep timeout (secs) =20							
low batt shutdown threshold voltage =6.5							
wep key =70133							
wi-fi channel =10							
in-water instrument access =no							
wi-fi enabled =yes							
verbose output enabled =no							
terminal baud rate =115200							
latitude=-21.8549							
longitude=113.7526							
hdop=0.90							
water detect source =sv sensor							
log trigger source =time increment							
verbose =no							
terminal baud =115200							
c position =0							
sv position =1							
real positions =3							
							
							

average sound velocity=1518.39
 
comments= 
 
[data]
Date,Time,SV (m/s),Depth (m),Temperature (C),Salinity (PSU),Density (kg m-3),Calc. SV (m/s)
2018-01-04,12:03:38.87,1538.750,0.14,26.654,35.415,1023.141,1538.74
2018-01-04,12:03:38.93,1538.345,0.20,26.759,34.807,1022.650,1538.34
2018-01-04,12:03:39.12,1534.752,0.38,26.810,31.301,1019.996,1534.73
2018-01-04,12:03:39.19,1538.483,0.44,26.812,34.819,1022.643,1538.47
2018-01-04,12:03:39.24,1534.184,0.49,26.814,30.757,1019.586,1534.17
2018-01-04,12:03:39.30,1538.514,0.54,26.813,34.845,1022.663,1538.51
2018-01-04,12:03:39.36,1538.548,0.61,26.811,34.879,1022.690,1538.54
2018-01-04,12:03:39.42,1538.614,0.65,26.811,34.942,1022.737,1538.61
2018-01-04,12:03:39.49,1538.486,0.68,26.812,34.818,1022.643,1538.48
2018-01-04,12:03:39.55,1538.754,0.75,26.815,35.062,1022.827,1538.75
2018-01-04,12:03:39.62,1538.653,0.80,26.816,34.964,1022.752,1538.65
2018-01-04,12:03:39.69,1538.487,0.86,26.815,34.810,1022.637,1538.48
2018-01-04,12:03:39.75,1538.491,0.89,26.815,34.811,1022.638,1538.48
2018-01-04,12:03:39.81,1538.473,0.91,26.815,34.796,1022.627,1538.46
2018-01-04,12:03:39.87,1538.474,0.96,26.814,34.799,1022.630,1538.47
2018-01-04,12:03:39.93,1538.475,1.00,26.811,34.804,1022.635,1538.47
2018-01-04,12:03:40.00,1538.505,1.05,26.807,34.839,1022.663,1538.50
2018-01-04,12:03:40.06,1538.512,1.08,26.807,34.845,1022.667,1538.50
2018-01-04,12:03:40.12,1538.524,1.14,26.812,34.846,1022.666,1538.52
2018-01-04,12:03:40.18,1538.518,1.16,26.823,34.816,1022.641,1538.51
2018-01-04,12:03:40.25,1538.518,1.22,26.827,34.806,1022.632,1538.51
2018-01-04,12:03:40.31,1538.516,1.26,26.833,34.791,1022.619,1538.51
2018-01-04,12:03:40.38,1538.505,1.29,26.835,34.776,1022.607,1538.50
2018-01-04,12:03:40.44,1538.497,1.35,26.832,34.774,1022.607,1538.49
2018-01-04,12:03:40.51,1538.496,1.39,26.823,34.791,1022.623,1538.49
2018-01-04,12:03:40.57,1538.509,1.42,26.818,34.814,1022.642,1538.50
2018-01-04,12:03:40.63,1538.504,1.48,26.815,34.814,1022.643,1538.50
2018-01-04,12:03:40.69,1538.509,1.52,26.816,34.816,1022.644,1538.50
2018-01-04,12:03:40.75,1538.508,1.54,26.819,34.810,1022.639,1538.50
2018-01-04,12:03:40.82,1538.500,1.60,26.820,34.798,1022.630,1538.49
2018-01-04,12:03:40.88,1538.500,1.65,26.820,34.797,1022.630,1538.49
2018-01-04,12:03:40.94,1538.496,1.71,26.817,34.799,1022.632,1538.49
2018-01-04,12:03:41.00,1538.497,1.75,26.815,34.802,1022.635,1538.49
2018-01-04,12:03:41.08,1538.507,1.80,26.814,34.816,1022.646,1538.50
2018-01-04,12:03:41.14,1538.494,1.85,26.814,34.803,1022.637,1538.49
2018-01-04,12:03:41.20,1538.506,1.88,26.815,34.812,1022.643,1538.50
2018-01-04,12:03:41.26,1538.510,1.92,26.816,34.810,1022.641,1538.50
2018-01-04,12:03:41.33,1538.523,1.98,26.816,34.822,1022.651,1538.51
2018-01-04,12:03:41.39,1538.528,2.00,26.819,34.820,1022.648,1538.52
2018-01-04,12:03:41.45,1538.540,2.04,26.825,34.819,1022.646,1538.53
2018-01-04,12:03:41.51,1538.567,2.10,26.827,34.837,1022.659,1538.56
2018-01-04,12:03:41.58,1538.589,2.10,26.830,34.854,1022.671,1538.58
2018-01-04,12:03:41.64,1538.599,2.15,26.834,34.853,1022.669,1538.59
2018-01-04,12:03:41.70,1538.605,2.19,26.845,34.833,1022.651,1538.60
2018-01-04,12:03:41.76,1538.597,2.21,26.852,34.811,1022.632,1538.59
2018-01-04,12:03:41.84,1538.609,2.24,26.864,34.795,1022.616,1538.60
2018-01-04,12:03:41.90,1538.618,2.26,26.867,34.799,1022.618,1538.61
2018-01-04,12:03:41.96,1538.577,2.29,26.865,34.763,1022.592,1538.57
2018-01-04,12:03:42.03,1538.566,2.33,26.865,34.751,1022.583,1538.56
2018-01-04,12:03:42.09,1538.557,2.34,26.864,34.746,1022.580,1538.55
2018-01-04,12:03:42.15,1538.556,2.36,26.857,34.759,1022.592,1538.55
2018-01-04,12:03:42.21,1538.541,2.38,26.847,34.768,1022.602,1538.53
2018-01-04,12:03:42.28,1538.544,2.42,26.842,34.780,1022.613,1538.54
2018-01-04,12:03:42.34,1538.540,2.41,26.837,34.788,1022.620,1538.53
2018-01-04,12:03:42.40,1538.543,2.43,26.832,34.801,1022.632,1538.54
2018-01-04,12:03:42.46,1538.526,2.46,26.830,34.787,1022.622,1538.52
2018-01-04,12:03:42.54,1538.534,2.49,26.829,34.796,1022.629,1538.53
2018-01-04,12:03:42.60,1538.515,2.52,26.827,34.783,1022.620,1538.51
2018-01-04,12:03:42.66,1538.517,2.58,26.824,34.792,1022.629,1538.51
2018-01-04,12:03:42.72,1538.556,2.58,26.821,34.832,1022.659,1538.55
2018-01-04,12:03:42.78,1538.528,2.58,26.819,34.811,1022.644,1538.52
2018-01-04,12:03:42.85,1538.523,2.57,26.818,34.808,1022.642,1538.51
2018-01-04,12:03:42.91,1538.528,2.56,26.819,34.812,1022.644,1538.52
2018-01-04,12:03:42.97,1538.527,2.56,26.820,34.810,1022.643,1538.52
2018-01-04,12:03:43.03,1538.529,2.55,26.822,34.806,1022.639,1538.52
2018-01-04,12:03:43.10,1538.532,2.55,26.823,34.808,1022.641,1538.52
2018-01-04,12:03:43.16,1538.527,2.50,26.823,34.803,1022.637,1538.52
2018-01-04,12:03:43.23,1538.533,2.47,26.825,34.804,1022.637,1538.52
2018-01-04,12:03:43.30,1538.533,2.46,26.827,34.802,1022.634,1538.52
2018-01-04,12:03:43.36,1538.527,2.44,26.827,34.795,1022.629,1538.52
2018-01-04,12:03:43.42,1538.533,2.45,26.827,34.802,1022.634,1538.52
2018-01-04,12:03:43.48,1538.528,2.42,26.826,34.800,1022.633,1538.52
2018-01-04,12:03:43.55,1538.534,2.40,26.827,34.803,1022.635,1538.52
2018-01-04,12:03:43.61,1538.530,2.37,26.827,34.800,1022.632,1538.52
2018-01-04,12:03:43.67,1538.536,2.33,26.827,34.804,1022.635,1538.53
2018-01-04,12:03:43.73,1538.541,2.30,26.827,34.812,1022.641,1538.53
2018-01-04,12:03:43.80,1538.537,2.27,26.826,34.811,1022.641,1538.53
2018-01-04,12:03:43.86,1538.533,2.26,26.825,34.809,1022.639,1538.52
2018-01-04,12:03:43.92,1538.527,2.22,26.826,34.802,1022.633,1538.52
2018-01-04,12:03:44.00,1538.524,2.21,26.830,34.790,1022.623,1538.52
2018-01-04,12:03:44.05,1538.535,2.20,26.830,34.801,1022.632,1538.53
2018-01-04,12:03:44.12,1538.535,2.18,26.829,34.802,1022.633,1538.53
2018-01-04,12:03:44.18,1538.519,2.16,26.826,34.795,1022.628,1538.51
2018-01-04,12:03:44.24,1538.526,2.12,26.823,34.808,1022.639,1538.52
2018-01-04,12:03:44.30,1538.522,2.09,26.823,34.806,1022.637,1538.51
2018-01-04,12:03:44.37,1538.529,2.06,26.824,34.811,1022.640,1538.52
2018-01-04,12:03:44.43,1538.511,2.04,26.825,34.791,1022.625,1538.50
2018-01-04,12:03:44.49,1538.527,2.02,26.825,34.808,1022.637,1538.52
2018-01-04,12:03:44.55,1538.516,1.97,26.824,34.799,1022.631,1538.51
2018-01-04,12:03:44.62,1538.519,1.96,26.823,34.804,1022.635,1538.51
2018-01-04,12:03:44.69,1538.518,1.96,26.822,34.805,1022.636,1538.51
2018-01-04,12:03:44.75,1538.521,1.91,26.822,34.809,1022.638,1538.51
2018-01-04,12:03:44.82,1538.521,1.87,26.823,34.808,1022.638,1538.51
2018-01-04,12:03:44.88,1538.526,1.84,26.823,34.813,1022.641,1538.52
2018-01-04,12:03:44.94,1538.522,1.85,26.824,34.808,1022.637,1538.51
2018-01-04,12:03:45.00,1538.517,1.81,26.827,34.795,1022.626,1538.51
2018-01-04,12:03:45.06,1538.514,1.78,26.831,34.786,1022.618,1538.51
2018-01-04,12:03:45.12,1538.502,1.76,26.831,34.774,1022.609,1538.49
2018-01-04,12:03:45.19,1538.496,1.72,26.828,34.774,1022.610,1538.49
2018-01-04,12:03:45.25,1538.501,1.71,26.827,34.780,1022.615,1538.49
2018-01-04,12:03:45.31,1538.509,1.70,26.827,34.788,1022.620,1538.50
2018-01-04,12:03:45.39,1538.501,1.69,26.826,34.786,1022.619,1538.49
2018-01-04,12:03:45.45,1538.490,1.68,26.824,34.780,1022.616,1538.48
