[cast header]


depthinmeters=yes
seacast version= Version 4.3.1
[cast header]
display options
[instrument]
type=base.x2
emulationmode=disabled
usecustomheader=yes
sn=25410
firmware=v4.23
sampleunits=continuous
sampleinterval=0
pressureinc=0.00
soundinc=0.00
logfile=22f214b2.raw
date=2018-10-12
date=2018-10-13
time=11:10:02
memorysize=942.8 mb
memoryused=22.3 mb
displaytime=yes
displaydate=yes
displaysalinity=no
displaydensity=no
displaysoundvelocity=no
displaybattery=yes
relaymode=rs232 mode
realtimelogging=yes
loggingtimeout=0
startupdelay=10
displayheader=yes
startupmode=prompt
characterreception=yes
loggingbreakmode=no
detectionmode=a3
batteryacoefficient=+3.500000e-01
batterybcoefficient=+2.500000e-02
shutdownvoltage=6.5
warningvoltage=6.9
pressureoffset=0.60
usepressureoffset=yes
soundvelocitythreshold=1375.00
delimtermode=space
sensordetectionmode=once
traceability=yes
skippoweroff=no
analogchannels=disabled
latitude=29.7320
longitude=-88.4984
automonitorseconds=0
fixedpressure=0.0000
usefixedpressure=no
biofoulingpwralways=no
ledtimeoutsecs=300
displayincrement=no
autozero=yes


[slot 1]
sensorname=sv-c-ct.xchange sv.x sn 206148 03/03/18
boardsn=05138

[slot 3]
sensorname=p-t-tu-do-uv.xchange p.x sn 305331 02/15/18
boardsn=05451


[data.x]
data.x sn =25410
ssid =aml_25410
ip address =169.254.40.169
geo-location source =manual
c-sensor in-water threshold (ms/cm) =0.005
sleep timeout enabled =yes
sleep timeout (mins) =5
shutdown timeout enabled =no
shutdown timeout (mins) =60
wi-fi sleep timeout enabled =yes
wi-fi sleep timeout (secs) =20
low batt shutdown threshold voltage =6.5
wep key =25410
wi-fi channel =10
in-water instrument access =no
wi-fi enabled =yes
verbose output enabled =no
terminal baud rate =115200
latitude=28.7283
longitude=-88.4929
hdop=
water detect source =sv sensor
log trigger source =time increment
verbose =no
terminal baud =115200
c position =0
sv position =1
real positions =2




 
[data]
Date,Time,SV (m/s),Depth (m),Battery (V),,,
2018-10-13,11:10:01.37,1540.593,-0.29,008.07,,,
2018-10-13,11:10:01.41,1540.583,-0.28,008.10,,,
2018-10-13,11:10:01.45,1540.576,-0.27,008.07,,,
2018-10-13,11:10:01.49,1540.569,-0.27,008.07,,,
2018-10-13,11:10:01.53,1540.567,-0.26,008.07,,,
2018-10-13,11:10:01.58,1540.574,-0.25,008.07,,,
2018-10-13,11:10:01.62,1540.573,-0.24,008.10,,,
2018-10-13,11:10:01.66,1540.580,-0.24,008.07,,,
2018-10-13,11:10:01.72,1540.573,-0.24,00-13,11:10:03.65,1540.582,-0000.13
2018-10-13,11:10:03.69,1540.578,-0.13,008.07,,,
2018-10-13,11:10:03.73,1540.577,-0.13,008.07,,,
2018-10-13,11:10:03.78,1540.581,-0.14,008.07,,,
2018-10-13,11:10:03.82,1540.583,-0.14,008.07,,,
2018-10-13,11:10:03.86,1540.574,-0.14,008.07,,,
2018-10-13,11:10:03.91,1540.580,-0.15,008.07,,,
2018-10-13,11:10:03.95,1540.575,-0.15,008.07,,,
2018-10-13,11:10:03.99,1540.585,-0.15,008.07,,,
2018-10-13,11:10:04.03,1540.574,-0.16,008.07,,,
2018-10-13,11:10:04.08,1540.576,-0.16,008.07,,,
2018-10-13,11:10:04.13,1540.568,-0.17,008.07,,,
2018-10-13,11:10:04.17,1540.571,-0.18,008.07,,,
2018-10-13,11:10:04.22,1540.573,-0.18,008.07,,,
2018-10-13,11:10:04.26,1540.579,-0.18,008.07,,,
2018-10-13,11:10:04.30,1540.559,-0.18,008.07,,,
2018-10-13,11:10:04.35,1540.580,-0.18,008.07,,,
2018-10-13,11:10:04.39,1540.576,-0.18,008.07,,,
2018-10-13,11:10:04.43,1540.579,-0.17,008.07,,,
2018-10-13,11:10:04.48,1540.567,-0.16,008.07,,,
2018-10-13,11:10:04.52,1540.576,-0.15,008.07,,,
2018-10-13,11:10:04.56,1540.571,-0.13,008.07,,,
2018-10-13,11:10:04.60,1540.575,-0.12,008.07,,,
2018-10-13,11:10:04.65,1540.558,-0.11,008.07,,,
2018-10-13,11:10:04.69,1540.559,-0.09,008.07,,,
2018-10-13,11:10:04.75,1540.569,-0.08,008.07,,,
2018-10-13,11:10:04.79,1540.555,-0.07,008.07,,,
2018-10-13,11:10:04.83,1540.561,-0.06,008.07,,,
2018-10-13,11:10:04.87,1540.557,-0.05,008.07,,,
2018-10-13,11:10:04.92,1540.554,-0.04,008.07,,,
2018-10-13,11:10:04.96,1540.558,-0.03,008.07,,,
2018-10-13,11:10:05.00,1540.562,-0.01,008.07,,,
2018-10-13,11:10:05.05,1540.553,0.01,008.07,,,
2018-10-13,11:10:05.08,1540.558,0.03,008.07,,,
2018-10-13,11:10:05.13,1540.557,0.05,008.07,,,
2018-10-13,11:10:05.17,1540.564,0.07,008.07,,,
2018-10-13,11:10:05.21,1540.569,0.09,008.07,,,
2018-10-13,11:10:05.26,1540.564,0.10,008.07,,,
