[cast header]
DISPLAY OPTIONS
[Instrument]
Type=Minos.X
EmulationMode=disabled
UseCustomHeader=yes
SN=30454
Firmware=V4.20
SampleUnits=continuous
SampleInterval=0
PressureInc=0.00
SoundInc=0.00
LogFile=usf. 
DateFormat=ISO
Date=2018-04-14
Time=00:22:07
MemorySize=942.8 MB
MemoryUsed=11.2 MB
DisplayTime=yes
DisplayDate=yes
DisplaySalinity=no
DisplayDensity=no
DisplaySoundVelocity=no
DisplayBattery=yes
RelayMode=RS232 mode
RealtimeLogging=yes
LoggingTimeout=0
StartupDelay=10
DisplayHeader=yes
StartupMode=prompt
CharacterReception=yes
LoggingBreakMode=no
DetectionMode=A3
BatteryACoefficient=+3.500000E-01
BatteryBCoefficient=+2.500000E-02
ShutDownVoltage=6.5
WarningVoltage=6.9
PressureOffset=0.53
UsePressureOffset=yes
SoundVelocityThreshold=1375.00
DelimterMode=Space
SensorDetectionMode=Once
Traceability=yes
SkipPowerOff=no
AnalogChannels=2
Latitude=27.6795
Longitude=-82.8628
AutoMonitorSeconds=0
FixedPressure=0.0000
UseFixedPressure=no
BiofoulingPwrAlways=no
LedTimeoutSecs=300


[Slot 1]
SensorName=SV-C.Xchange SV.X SN 204805 06/26/17
BoardSN=01832

[Slot 3]
SensorName=P-T-TU-DO-UV.Xchange P.X SN 304832 06/27/17
BoardSN=01215
>

[Data.X]
Data.X SN =70144
SSID =AML_70144
IP Address =169.254.0.144
Geo-Location Source =GPS
C-sensor in-water threshold (mS/cm) =0.005
Sleep Timeout Enabled =yes
Sleep Timeout (mins) =10
Shutdown Timeout Enabled =no
Shutdown Timeout (mins) =60
Wi-Fi Sleep Timeout Enabled =yes
Wi-Fi Sleep Timeout (secs) =20
Low Batt Shutdown Threshold Voltage =6.5
WEP Key =70144
Wi-Fi Channel =10
In-Water Instrument Access =no
Wi-Fi Enabled =yes
Verbose output Enabled =no
Terminal baud rate =115200
Latitude=27.6796
Longitude=-82.8627
HDOP=1.20
Water Detect Source =SV sensor
Log Trigger Source =time increment
Verbose =no
Terminal baud =115200
C position =0
SV position =1
Real positions =2


[data]

2018-04-14,00:22:08.73,1531.271,-0000.48,007.22
2018-04-14,00:22:08.77,1531.150,-0000.49,007.22
2018-04-14,00:22:08.82,1531.099,-0000.49,007.22
2018-04-14,00:22:08.86,1531.054,-0000.48,007.22
2018-04-14,00:22:08.90,1531.059,-0000.49,007.22
2018-04-14,00:22:08.94,1531.024,-0000.48,007.22
2018-04-14,00:22:08.99,1531.004,-0000.44,007.22
2018-04-14,00:22:09.03,1531.015,-0000.42,007.22
2018-04-14,00:22:09.07,1531.072,-0000.42,007.22
2018-04-14,00:22:09.11,1530.979,-0000.44,007.22
2018-04-14,00:22:09.16,1530.982,-0000.42,007.22
2018-04-14,00:22:09.20,1530.974,-0000.42,007.22
2018-04-14,00:22:09.25,1530.963,-0000.38,007.20
2018-04-14,00:22:09.30,1530.958,-0000.40,007.22
2018-04-14,00:22:09.34,1530.944,-0000.38,007.22
2018-04-14,00:22:09.38,1530.933,-0000.40,007.22
2018-04-14,00:22:09.42,1530.913,-0000.38,007.22
2018-04-14,00:22:09.47,1530.914,-0000.34,007.22
2018-04-14,00:22:09.51,1530.912,-0000.34,007.22
2018-04-14,00:22:09.55,1530.920,-0000.36,007.22
2018-04-14,00:22:09.59,1530.925,-0000.32,007.22
2018-04-14,00:22:09.64,1530.905,-0000.32,007.22
2018-04-14,00:22:09.68,1530.912,-0000.32,007.22
2018-04-14,00:22:09.72,1530.887,-0000.32,007.22
2018-04-14,00:22:09.76,1530.886,-0000.30,007.22
2018-04-14,00:22:09.81,1530.879,-0000.29,007.22
2018-04-14,00:22:09.86,1530.874,-0000.29,007.20
2018-04-14,00:22:09.91,1530.869,-0000.29,007.22
2018-04-14,00:22:09.95,1530.870,-0000.29,007.22
2018-04-14,00:22:09.99,1530.870,-0000.29,007.22
2018-04-14,00:22:10.03,1530.866,-0000.25,007.22
2018-04-14,00:22:10.08,1530.864,-0000.23,007.22
2018-04-14,00:22:10.12,1530.862,-0000.21,007.22
2018-04-14,00:22:10.16,1530.860,-0000.19,007.22
2018-04-14,00:22:10.21,1530.866,-0000.19,007.22
2018-04-14,00:22:10.25,1530.860,-0000.17,007.22
2018-04-14,00:22:10.29,1530.857,-0000.15,007.22
2018-04-14,00:22:10.33,1530.861,-0000.13,007.22
2018-04-14,00:22:10.37,1530.855,-0000.15,007.22
2018-04-14,00:22:10.42,1530.861,-0000.15,007.22
2018-04-14,00:22:10.47,1530.849,-0000.10,007.20
2018-04-14,00:22:10.51,1530.851,-0000.10,007.22
2018-04-14,00:22:10.56,1530.851,-0000.11,007.20
2018-04-14,00:22:10.60,1530.854,-0000.08,007.22
2018-04-14,00:22:10.64,1530.852,-0000.06,007.22
2018-04-14,00:22:10.69,1530.860,-0000.04,007.22
2018-04-14,00:22:10.73,1530.855,-0000.02,007.22
2018-04-14,00:22:10.77,1530.854,-0000.04,007.22
2018-04-14,00:22:10.82,1530.833,-0000.02,007.22
2018-04-14,00:22:10.86,1530.829,0000.04,007.22
2018-04-14,00:22:10.90,1530.829,0000.08,007.22
2018-04-14,00:22:10.94,1530.839,0000.08,007.22
2018-04-14,00:22:10.98,1530.841,0000.06,007.22
2018-04-14,00:22:11.03,1530.839,0000.04,007.22
2018-04-14,00:22:11.08,1530.843,0000.04,007.20
2018-04-14,00:22:11.12,1530.834,0000.08,007.22
2018-04-14,00:22:11.17,1530.846,0000.11,007.22
2018-04-14,00:22:11.21,1530.852,0000.09,007.22
2018-04-14,00:22:11.25,1530.885,0000.09,007.22
2018-04-14,00:22:11.30,1530.912,0000.15,007.22
2018-04-14,00:22:11.34,1530.879,0000.23,007.22
2018-04-14,00:22:11.38,1530.877,0000.21,007.22
2018-04-14,00:22:11.42,1530.881,0000.17,007.22
2018-04-14,00:22:11.47,1530.888,0000.17,007.22
2018-04-14,00:22:11.51,1530.896,0000.19,007.22
2018-04-14,00:22:11.55,1530.915,0000.23,007.22
2018-04-14,00:22:11.60,1530.928,0000.25,007.22
2018-04-14,00:22:11.64,1530.922,0000.23,007.22
2018-04-14,00:22:11.69,1530.917,0000.23,007.20
2018-04-14,00:22:11.74,1530.932,0000.27,007.22
2018-04-14,00:22:11.78,1530.945,0000.30,007.22
2018-04-14,00:22:11.82,1530.959,0000.30,007.22
2018-04-14,00:22:11.86,1530.955,0000.29,007.22
2018-04-14,00:22:11.91,1530.941,0000.27,007.22
2018-04-14,00:22:11.95,1530.943,0000.25,007.22
2018-04-14,00:22:11.99,1530.943,0000.25,007.22
2018-04-14,00:22:12.03,1530.938,0000.25,007.22
2018-04-14,00:22:12.08,1530.938,0000.25,007.22
2018-04-14,00:22:12.12,1530.938,0000.29,007.20
2018-04-14,00:22:12.16,1530.942,0000.29,007.20
2018-04-14,00:22:12.21,1530.937,0000.32,007.22
2018-04-14,00:22:12.25,1530.928,0000.34,007.22
2018-04-14,00:22:12.30,1530.932,0000.34,007.20
2018-04-14,00:22:12.35,1530.931,0000.30,007.20
2018-04-14,00:22:12.39,1530.938,0000.30,007.22
2018-04-14,00:22:12.43,1530.931,0000.30,007.22
2018-04-14,00:22:12.48,1530.937,0000.30,007.22
2018-04-14,00:22:12.52,1530.935,0000.32,007.22
2018-04-14,00:22:12.56,1530.933,0000.32,007.22
2018-04-14,00:22:12.60,1530.935,0000.29,007.22
2018-04-14,00:22:12.64,1530.924,0000.29,007.22
2018-04-14,00:22:12.69,1530.928,0000.32,007.22
2018-04-14,00:22:12.73,1530.927,0000.32,007.22
2018-04-14,00:22:12.77,1530.921,0000.29,007.22
2018-04-14,00:22:12.82,1530.918,0000.29,007.20
2018-04-14,00:22:12.87,1530.918,0000.29,007.20
2018-04-14,00:22:12.91,1530.922,0000.30,007.20
2018-04-14,00:22:12.96,1530.920,0000.30,007.22
2018-04-14,00:22:13.00,1530.931,0000.29,007.22
2018-04-14,00:22:13.04,1530.931,0000.29,007.22
2018-04-14,00:22:13.08,1530.931,0000.29,007.22
2018-04-14,00:22:13.13,1530.930,0000.30,007.22
2018-04-14,00:22:13.17,1530.924,0000.29,007.22
2018-04-14,00:22:13.21,1530.927,0000.27,007.22
2018-04-14,00:22:13.25,1530.920,0000.29,007.22
2018-04-14,00:22:13.30,1530.932,0000.29,007.22
2018-04-14,00:22:13.34,1530.931,0000.27,007.22
2018-04-14,00:22:13.38,1530.914,0000.29,007.22
2018-04-14,00:22:13.42,1530.905,0000.34,007.22
2018-04-14,00:22:13.48,1530.897,0000.32,007.20
2018-04-14,00:22:13.52,1530.895,0000.32,007.22
2018-04-14,00:22:13.57,1530.891,0000.32,007.22
2018-04-14,00:22:13.61,1530.906,0000.29,007.22
2018-04-14,00:22:13.65,1530.903,0000.27,007.22
2018-04-14,00:22:13.69,1530.915,0000.30,007.22
2018-04-14,00:22:13.74,1530.898,0000.32,007.22
2018-04-14,00:22:13.78,1530.873,0000.30,007.22
2018-04-14,00:22:13.82,1530.879,0000.29,007.22
2018-04-14,00:22:13.87,1530.876,0000.32,007.22
2018-04-14,00:22:13.91,1530.858,0000.34,007.22
2018-04-14,00:22:13.95,1530.857,0000.36,007.22
2018-04-14,00:22:13.99,1530.853,0000.36,007.22
2018-04-14,00:22:14.03,1530.864,0000.30,007.22
2018-04-14,00:22:14.09,1530.860,0000.27,007.20
2018-04-14,00:22:14.13,1530.860,0000.30,007.22
2018-04-14,00:22:14.17,1530.855,0000.32,007.22
2018-04-14,00:22:14.22,1530.855,0000.32,007.22
2018-04-14,00:22:14.26,1530.853,0000.30,007.22
2018-04-14,00:22:14.30,1530.856,0000.32,007.22
2018-04-14,00:22:14.35,1530.897,0000.34,007.22
2018-04-14,00:22:14.39,1530.911,0000.36,007.22
2018-04-14,00:22:14.43,1530.902,0000.38,007.22
2018-04-14,00:22:14.48,1530.895,0000.38,007.22
2018-04-14,00:22:14.52,1530.891,0000.32,007.22
2018-04-14,00:22:14.56,1530.905,0000.32,007.22
2018-04-14,00:22:14.60,1530.915,0000.36,007.22
2018-04-14,00:22:14.64,1530.926,0000.36,007.22
2018-04-14,00:22:14.70,1530.935,0000.34,007.20
2018-04-14,00:22:14.74,1530.921,0000.36,007.22
2018-04-14,00:22:14.78,1530.955,0000.34,007.22
2018-04-14,00:22:14.83,1530.952,0000.34,007.22
2018-04-14,00:22:14.87,1530.942,0000.34,007.22
2018-04-14,00:22:14.91,1530.957,0000.32,007.22
2018-04-14,00:22:14.96,1530.986,0000.36,007.22
2018-04-14,00:22:15.00,1530.981,0000.38,007.22
2018-04-14,00:22:15.04,1530.964,0000.36,007.22
2018-04-14,00:22:15.08,1530.969,0000.38,007.22
2018-04-14,00:22:15.13,1530.957,0000.36,007.22
2018-04-14,00:22:15.17,1530.931,0000.36,007.22
2018-04-14,00:22:15.21,1530.943,0000.42,007.22
2018-04-14,00:22:15.25,1530.950,0000.42,007.22
