[cast header]
DISPLAY OPTIONS
[Instrument]
Type=Minos.X
EmulationMode=disabled
UseCustomHeader=yes
SN=30454
Firmware=V4.20
SampleUnits=continuous
SampleInterval=0
PressureInc=0.00
SoundInc=0.00
LogFile=usf. 
DateFormat=ISO
Date=2018-04-13
Time=20:02:15
MemorySize=942.8 MB
MemoryUsed=11.2 MB
DisplayTime=yes
DisplayDate=yes
DisplaySalinity=no
DisplayDensity=no
DisplaySoundVelocity=no
DisplayBattery=yes
RelayMode=RS232 mode
RealtimeLogging=yes
LoggingTimeout=0
StartupDelay=10
DisplayHeader=yes
StartupMode=prompt
CharacterReception=yes
LoggingBreakMode=no
DetectionMode=A3
BatteryACoefficient=+3.500000E-01
BatteryBCoefficient=+2.500000E-02
ShutDownVoltage=6.5
WarningVoltage=6.9
PressureOffset=0.53
UsePressureOffset=yes
SoundVelocityThreshold=1375.00
DelimterMode=Space
SensorDetectionMode=Once
Traceability=yes
SkipPowerOff=no
AnalogChannels=2
Latitude=27.6245
Longitude=-82.6470
AutoMonitorSeconds=0
FixedPressure=0.0000
UseFixedPressure=no
BiofoulingPwrAlways=no
LedTimeoutSecs=300


[Slot 1]
SensorName=SV-C.Xchange SV.X SN 204805 06/26/17
BoardSN=01832

[Slot 3]
SensorName=P-T-TU-DO-UV.Xchange P.X SN 304832 06/27/17
BoardSN=01215
>

[Data.X]
Data.X SN =70144
SSID =AML_70144
IP Address =169.254.0.144
Geo-Location Source =GPS
C-sensor in-water threshold (mS/cm) =0.005
Sleep Timeout Enabled =yes
Sleep Timeout (mins) =10
Shutdown Timeout Enabled =no
Shutdown Timeout (mins) =60
Wi-Fi Sleep Timeout Enabled =yes
Wi-Fi Sleep Timeout (secs) =20
Low Batt Shutdown Threshold Voltage =6.5
WEP Key =70144
Wi-Fi Channel =10
In-Water Instrument Access =no
Wi-Fi Enabled =yes
Verbose output Enabled =no
Terminal baud rate =115200
Latitude=27.6039
Longitude=-82.7540
HDOP=1.20
Water Detect Source =SV sensor
Log Trigger Source =time increment
Verbose =no
Terminal baud =115200
C position =0
SV position =1
Real positions =2


[data]

2018-04-13,20:02:16.30,1531.774,-0000.55,007.22
2018-04-13,20:02:16.34,1531.788,-0000.55,007.22
2018-04-13,20:02:16.39,1531.781,-0000.53,007.22
2018-04-13,20:02:16.43,1531.788,-0000.53,007.22
2018-04-13,20:02:16.48,1531.789,-0000.53,007.20
2018-04-13,20:02:16.53,1531.780,-0000.53,007.22
2018-04-13,20:02:16.57,1531.778,-0000.55,007.22
2018-04-13,20:02:16.61,1532.013,-0000.57,007.22
2018-04-13,20:02:16.65,0000.000,-0000.57,007.22
2018-04-13,20:02:16.69,0000.000,-0000.57,007.22
2018-04-13,20:02:16.73,0000.000,-0000.57,007.22
2018-04-13,20:02:16.77,0000.000,-0000.59,007.22
2018-04-13,20:02:16.81,0000.000,-0000.55,007.22
2018-04-13,20:02:16.85,1531.786,-0000.53,007.22
2018-04-13,20:02:16.89,1531.778,-0000.53,007.22
2018-04-13,20:02:16.93,1531.778,-0000.55,007.22
2018-04-13,20:02:16.98,1531.777,-0000.53,007.22
2018-04-13,20:02:17.02,1531.785,-0000.49,007.22
2018-04-13,20:02:17.07,1531.781,-0000.49,007.22
2018-04-13,20:02:17.11,1531.782,-0000.48,007.22
2018-04-13,20:02:17.16,1531.780,-0000.51,007.22
2018-04-13,20:02:17.20,1531.781,-0000.51,007.22
2018-04-13,20:02:17.24,1531.780,-0000.48,007.22
2018-04-13,20:02:17.28,1531.784,-0000.48,007.22
2018-04-13,20:02:17.33,1531.776,-0000.46,007.22
2018-04-13,20:02:17.37,1531.779,-0000.46,007.22
2018-04-13,20:02:17.41,1531.780,-0000.40,007.22
2018-04-13,20:02:17.46,1531.779,-0000.38,007.22
2018-04-13,20:02:17.50,1531.782,-0000.38,007.22
2018-04-13,20:02:17.54,1531.786,-0000.36,007.22
2018-04-13,20:02:17.58,1531.790,-0000.38,007.22
2018-04-13,20:02:17.63,1531.788,-0000.32,007.22
2018-04-13,20:02:17.69,1531.792,-0000.29,007.20
2018-04-13,20:02:17.73,1531.787,-0000.32,007.22
2018-04-13,20:02:17.77,1531.791,-0000.32,007.22
2018-04-13,20:02:17.82,1531.795,-0000.30,007.22
2018-04-13,20:02:17.86,1531.793,-0000.29,007.22
2018-04-13,20:02:17.90,1531.792,-0000.27,007.22
2018-04-13,20:02:17.94,1531.794,-0000.23,007.22
2018-04-13,20:02:17.99,1531.787,-0000.23,007.22
2018-04-13,20:02:18.03,1531.779,-0000.25,007.22
2018-04-13,20:02:18.07,1531.780,-0000.23,007.22
2018-04-13,20:02:18.12,1531.781,-0000.19,007.22
2018-04-13,20:02:18.16,1531.775,-0000.19,007.22
2018-04-13,20:02:18.20,1531.785,-0000.15,007.22
2018-04-13,20:02:18.25,1531.778,-0000.11,007.22
2018-04-13,20:02:18.30,1531.763,-0000.08,007.20
2018-04-13,20:02:18.34,1531.763,-0000.08,007.22
2018-04-13,20:02:18.39,1531.744,-0000.10,007.22
2018-04-13,20:02:18.43,1531.740,-0000.10,007.22
2018-04-13,20:02:18.47,1531.741,-0000.13,007.22
2018-04-13,20:02:18.51,1531.740,-0000.13,007.22
2018-04-13,20:02:18.56,1531.733,-0000.08,007.22
2018-04-13,20:02:18.60,1531.739,-0000.08,007.22
2018-04-13,20:02:18.64,1531.743,-0000.06,007.22
2018-04-13,20:02:18.69,1531.735,-0000.04,007.22
2018-04-13,20:02:18.73,1531.731,-0000.02,007.22
2018-04-13,20:02:18.77,1531.730,-0000.00,007.22
2018-04-13,20:02:18.81,1531.725,-0000.00,007.22
2018-04-13,20:02:18.85,1531.715,0000.04,007.22
2018-04-13,20:02:18.91,1531.716,0000.08,007.20
2018-04-13,20:02:18.95,1531.708,0000.08,007.22
2018-04-13,20:02:19.00,1531.703,0000.08,007.22
2018-04-13,20:02:19.04,1531.695,0000.08,007.22
2018-04-13,20:02:19.08,1531.687,0000.11,007.22
2018-04-13,20:02:19.12,1531.678,0000.09,007.22
2018-04-13,20:02:19.16,1531.668,0000.11,007.22
2018-04-13,20:02:19.21,1531.659,0000.17,007.22
2018-04-13,20:02:19.25,1531.658,0000.19,007.22
2018-04-13,20:02:19.29,1531.665,0000.19,007.22
2018-04-13,20:02:19.33,1531.658,0000.19,007.22
2018-04-13,20:02:19.38,1531.655,0000.17,007.22
2018-04-13,20:02:19.42,1531.653,0000.19,007.22
2018-04-13,20:02:19.48,1531.659,0000.25,007.22
2018-04-13,20:02:19.52,1531.651,0000.27,007.22
2018-04-13,20:02:19.56,1531.642,0000.27,007.22
2018-04-13,20:02:19.60,1531.641,0000.29,007.22
2018-04-13,20:02:19.65,1531.639,0000.32,007.22
2018-04-13,20:02:19.69,1531.638,0000.30,007.22
2018-04-13,20:02:19.73,1531.636,0000.34,007.22
2018-04-13,20:02:19.78,1531.635,0000.36,007.22
2018-04-13,20:02:19.82,1531.635,0000.38,007.22
2018-04-13,20:02:19.86,1531.637,0000.38,007.22
2018-04-13,20:02:19.91,1531.639,0000.38,007.25
2018-04-13,20:02:19.95,1531.644,0000.40,007.22
2018-04-13,20:02:19.99,1531.647,0000.40,007.22
2018-04-13,20:02:20.03,1531.644,0000.44,007.22
2018-04-13,20:02:20.09,1531.647,0000.48,007.20
2018-04-13,20:02:20.13,1531.651,0000.49,007.22
2018-04-13,20:02:20.17,1531.648,0000.49,007.22
2018-04-13,20:02:20.22,1531.679,0000.49,007.22
2018-04-13,20:02:20.26,1531.683,0000.49,007.22
2018-04-13,20:02:20.30,1531.684,0000.51,007.22
2018-04-13,20:02:20.35,1531.678,0000.55,007.22
2018-04-13,20:02:20.39,1531.698,0000.57,007.22
2018-04-13,20:02:20.43,1531.713,0000.57,007.22
2018-04-13,20:02:20.47,1531.720,0000.55,007.22
2018-04-13,20:02:20.51,1531.726,0000.55,007.22
2018-04-13,20:02:20.56,1531.729,0000.59,007.22
2018-04-13,20:02:20.60,1531.734,0000.63,007.22
2018-04-13,20:02:20.64,1531.732,0000.67,007.22
2018-04-13,20:02:20.70,1531.749,0000.68,007.20
2018-04-13,20:02:20.74,1531.752,0000.67,007.22
2018-04-13,20:02:20.78,1531.740,0000.70,007.22
2018-04-13,20:02:20.83,1531.748,0000.72,007.22
2018-04-13,20:02:20.87,1531.748,0000.72,007.22
2018-04-13,20:02:20.91,1531.742,0000.72,007.22
2018-04-13,20:02:20.96,1531.735,0000.76,007.22
2018-04-13,20:02:21.00,1531.727,0000.82,007.22
2018-04-13,20:02:21.04,1531.725,0000.82,007.22
2018-04-13,20:02:21.08,1531.710,0000.86,007.22
2018-04-13,20:02:21.13,1531.690,0000.89,007.22
2018-04-13,20:02:21.17,1531.655,0000.86,007.22
2018-04-13,20:02:21.21,1531.660,0000.87,007.22
2018-04-13,20:02:21.26,1531.650,0000.89,007.22
2018-04-13,20:02:21.31,1531.628,0000.91,007.20
2018-04-13,20:02:21.35,1531.634,0000.89,007.22
2018-04-13,20:02:21.39,1531.622,0000.91,007.22
2018-04-13,20:02:21.44,1531.617,0000.91,007.22
2018-04-13,20:02:21.48,1531.613,0000.95,007.22
2018-04-13,20:02:21.53,1531.613,0000.97,007.22
2018-04-13,20:02:21.57,1531.615,0000.95,007.22
2018-04-13,20:02:21.61,1531.609,0000.93,007.22
2018-04-13,20:02:21.66,1531.611,0000.97,007.22
2018-04-13,20:02:21.70,1531.610,0001.01,007.22
2018-04-13,20:02:21.74,1531.607,0000.99,007.22
2018-04-13,20:02:21.78,1531.607,0000.97,007.22
2018-04-13,20:02:21.82,1531.604,0000.99,007.22
2018-04-13,20:02:21.87,1531.597,0001.01,007.22
2018-04-13,20:02:21.92,1531.587,0001.01,007.20
2018-04-13,20:02:21.96,1531.587,0001.03,007.22
2018-04-13,20:02:22.01,1531.585,0001.10,007.22
2018-04-13,20:02:22.05,1531.589,0001.10,007.22
2018-04-13,20:02:22.10,1531.593,0001.06,007.22
2018-04-13,20:02:22.14,1531.602,0001.08,007.22
2018-04-13,20:02:22.18,1531.595,0001.12,007.22
2018-04-13,20:02:22.23,1531.591,0001.10,007.22
2018-04-13,20:02:22.27,1531.589,0001.12,007.22
2018-04-13,20:02:22.31,1531.552,0001.16,007.22
2018-04-13,20:02:22.35,1531.499,0001.18,007.22
2018-04-13,20:02:22.40,1531.481,0001.20,007.22
2018-04-13,20:02:22.44,1531.520,0001.20,007.22
2018-04-13,20:02:22.48,1531.545,0001.22,007.22
2018-04-13,20:02:22.54,1531.511,0001.25,007.20
2018-04-13,20:02:22.58,1531.450,0001.29,007.22
2018-04-13,20:02:22.62,1531.401,0001.31,007.22
2018-04-13,20:02:22.67,1531.353,0001.29,007.22
2018-04-13,20:02:22.71,1531.347,0001.31,007.22
2018-04-13,20:02:22.75,1531.344,0001.33,007.22
2018-04-13,20:02:22.80,1531.321,0001.35,007.22
2018-04-13,20:02:22.84,1531.319,0001.39,007.22
