[cast header]


depthinmeters=yes
seacast version= Version 4.3.1
type=base.x
emulationmode=disabled
usecustomheader=yes
sn=25101
firmware=v4.17
sampleunits=/ second
sampleinterval=2
pressureinc=0.00
soundinc=0.00
logfile=ocs_fl. 
dateformat=iso
date=08/16/17
time=17:47:28
memorysize=0.0 mb
memoryused=0.0 mb
displaytime=yes
displaydate=yes
displaysalinity=no
displaydensity=no
displaysoundvelocity=no
displaybattery=yes
relaymode=rs232 mode
realtimelogging=no
loggingtimeout=0
startupdelay=10
displayheader=yes
startupmode=prompt
characterreception=yes
loggingbreakmode=yes
detectionmode=a3
batteryacoefficient=+3.500000e-01
batterybcoefficient=+2.500000e-02
shutdownvoltage=6.5
warningvoltage=6.9
pressureoffset=0.15
usepressureoffset=yes
soundvelocitythreshold=1375.00
delimtermode=space
sensordetectionmode=once
traceability=yes
skippoweroff=no
analogchannels=2
latitude=34.6699
longitude=-76.6822
automonitorseconds=0
fixedpressure=0.0000
usefixedpressure=no
biofoulingpwralways=no
ledtimeoutsecs=300


[slot 1]
sensorname=sv-c.xchange sv.x sn 200936 12/22/16
boardsn=08806

[slot 3]
sensorname=p-t-tu-do-uv.xchange p.x sn 300003 12/22/16
boardsn=00300


 
[data]
Date (yyyy-mm-dd),Time,SV (m/s),Depth (m),Battery (V),
2017-08-16,17:47:45.37,1545.481,0.32,007.30,
2017-08-16,17:47:45.87,1545.486,0.24,007.30,
2017-08-16,17:47:46.37,1545.475,0.20,007.30,
2017-08-16,17:47:46.87,1545.484,0.20,007.30,
2017-08-16,17:47:47.37,1545.497,0.23,007.30,
2017-08-16,17:47:47.87,1545.502,0.28,007.30,
2017-08-16,17:47:48.37,1545.494,0.30,007.30,
2017-08-16,17:47:48.87,1545.478,0.27,007.30,
2017-08-16,17:47:49.37,1545.465,0.16,007.32,
2017-08-16,17:47:49.87,1545.459,0.11,007.30,
2017-08-16,17:47:50.37,1545.471,0.29,007.32,
2017-08-16,17:47:50.87,1545.469,0.37,007.30,
2017-08-16,17:47:51.37,1545.474,0.27,007.32,
2017-08-16,17:47:51.87,1545.467,0.17,007.32,
2017-08-16,17:47:52.37,1545.474,0.18,007.30,
2017-08-16,17:47:52.87,1545.479,0.26,007.30,
2017-08-16,17:47:53.37,1545.470,0.25,007.32,
2017-08-16,17:47:53.87,1545.474,0.25,007.32,
2017-08-16,17:47:54.37,1545.478,0.30,007.32,
2017-08-16,17:47:54.87,1545.471,0.24,007.32,
2017-08-16,17:47:55.37,1545.470,0.19,007.32,
2017-08-16,17:47:55.87,1545.468,0.20,007.32,
2017-08-16,17:47:56.37,1545.468,0.25,007.32,
2017-08-16,17:47:56.87,1545.468,0.21,007.32,
2017-08-16,17:47:57.37,1545.364,0.30,007.32,
2017-08-16,17:47:57.87,1545.317,0.51,007.32,
2017-08-16,17:47:58.37,1545.403,0.68,007.30,
2017-08-16,17:47:58.87,1545.219,0.90,007.30,
2017-08-16,17:47:59.37,1544.776,1.11,007.30,
2017-08-16,17:47:59.87,1544.490,1.27,007.30,
2017-08-16,17:48:00.37,1543.941,1.52,007.30,
2017-08-16,17:48:00.87,1543.398,1.77,007.30,
2017-08-16,17:48:01.37,1543.150,2.07,007.30,
2017-08-16,17:48:01.87,1543.027,2.44,007.30,
2017-08-16,17:48:02.37,1542.828,2.75,007.30,
2017-08-16,17:48:02.87,1542.206,2.92,007.30,
2017-08-16,17:48:03.37,1542.355,2.86,007.30,
2017-08-16,17:48:03.87,1542.186,2.91,007.30,
2017-08-16,17:48:04.37,1541.604,3.32,007.30,
2017-08-16,17:48:04.87,1540.229,3.81,007.30,
2017-08-16,17:48:05.37,1540.010,4.18,007.30,
2017-08-16,17:48:05.87,1539.994,4.40,007.30,
2017-08-16,17:48:06.37,1539.998,4.67,007.30,
2017-08-16,17:48:06.87,1539.989,5.07,007.30,
2017-08-16,17:48:07.37,1539.992,5.53,007.30,
2017-08-16,17:48:07.87,1539.991,6.05,007.30,
2017-08-16,17:48:08.37,1540.000,6.33,007.30,
2017-08-16,17:48:08.87,1540.004,6.57,007.30,
2017-08-16,17:48:09.37,1540.006,6.96,007.30,
2017-08-16,17:48:09.87,1540.024,7.41,007.30,
2017-08-16,17:48:10.37,1540.032,7.88,007.30,
2017-08-16,17:48:10.87,1540.041,8.19,007.25,
2017-08-16,17:48:11.37,1540.032,8.22,007.25,
2017-08-16,17:48:11.87,1540.018,8.23,007.25,
