[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=40044
date=02/03/17
time=20:52:58.42
pressureoffset=0.77
usepressureoffset=yes
slot1sensor1=sv-c.xchange sv.x sn 203281 04/24/13
slot3sensor1=sv-c.xchange sv.x sn 000000 00/00/00
slot5sensor1=p-t-tu-do.xchange p.x sn 300256 04/16/13 t.x sn 403020 04/12/13

average sound velocity=1499.92
 
comments= 
 
[data]
Date (mm/dd/yy),Time,SV (m/s),SV-C.Xchange (No Sensor),Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3)
02/03/17,20:52:59.90,1536.248,0000.000,-0000.11,25.362,012.75,35.899,1023.911
02/03/17,20:53:00.95,1536.251,0000.000,0000.46,25.361,012.75,35.895,1023.911
02/03/17,20:53:02.73,1536.256,0000.000,-0000.11,25.367,012.75,35.895,1023.907
02/03/17,20:53:05.17,1536.243,0000.000,0000.57,25.363,012.75,35.881,1023.900
02/03/17,20:53:08.03,1536.262,0000.000,0000.00,25.363,012.75,35.909,1023.919
02/03/17,20:53:11.41,1536.248,0000.000,0000.68,25.360,012.75,35.890,1023.908
02/03/17,20:53:12.92,1536.274,0000.000,0000.11,25.364,012.75,35.915,1023.924
02/03/17,20:53:17.89,1536.251,0000.000,0000.68,25.360,012.75,35.894,1023.912
02/03/17,20:53:20.33,1536.245,0000.000,0000.00,25.367,012.75,35.883,1023.898
02/03/17,20:53:21.87,1536.243,0000.000,0000.57,25.360,012.73,35.889,1023.907
02/03/17,20:53:26.45,1536.254,0000.000,0001.14,25.360,012.75,35.890,1023.910
02/03/17,20:53:26.84,1536.266,0000.000,0001.71,25.360,012.75,35.893,1023.915
02/03/17,20:53:30.53,1536.275,0000.000,0002.28,25.360,012.75,35.892,1023.917
02/03/17,20:53:35.16,1536.279,0000.000,0001.71,25.364,012.75,35.895,1023.915
02/03/17,20:53:37.23,1536.271,0000.000,0002.28,25.360,012.75,35.889,1023.914
02/03/17,20:53:41.02,1536.265,0000.000,0001.71,25.364,012.73,35.882,1023.905
02/03/17,20:53:42.62,1536.263,0000.000,0002.28,25.359,012.73,35.883,1023.911
02/03/17,20:53:46.09,1536.270,0000.000,0001.71,25.360,012.75,35.896,1023.918
02/03/17,20:53:47.88,1536.270,0000.000,0002.28,25.360,012.73,35.888,1023.914
02/03/17,20:53:48.76,1536.281,0000.000,0002.85,25.360,012.75,35.890,1023.918
02/03/17,20:53:52.22,1536.291,0000.000,0003.54,25.357,012.73,35.893,1023.924
02/03/17,20:53:53.07,1536.285,0000.000,0004.22,25.350,012.73,35.892,1023.928
02/03/17,20:53:53.83,1536.333,0000.000,0004.79,25.364,012.73,35.897,1023.930
02/03/17,20:53:55.31,1536.299,0000.000,0005.37,25.352,012.75,35.884,1023.926
02/03/17,20:53:57.43,1536.313,0000.000,0005.94,25.350,012.73,35.891,1023.935
02/03/17,20:53:58.28,1536.320,0000.000,0006.51,25.351,012.73,35.885,1023.933
02/03/17,20:53:59.01,1536.355,0000.000,0007.08,25.356,012.73,35.900,1023.945
02/03/17,20:53:59.65,1536.357,0000.000,0007.65,25.357,012.75,35.891,1023.940
02/03/17,20:54:00.47,1536.262,0000.000,0008.22,25.328,012.75,35.857,1023.926
02/03/17,20:54:01.40,1536.254,0000.000,0008.79,25.307,012.73,35.886,1023.957
02/03/17,20:54:02.58,1536.240,0000.000,0009.36,25.301,012.73,35.880,1023.957
02/03/17,20:54:03.43,1536.146,0000.000,0009.93,25.255,012.73,35.884,1023.976
02/03/17,20:54:04.24,1536.153,0000.000,0010.62,25.248,012.73,35.896,1023.991
02/03/17,20:54:04.87,1536.155,0000.000,0011.19,25.249,012.75,35.888,1023.986
02/03/17,20:54:05.68,1536.161,0000.000,0011.76,25.249,012.75,35.886,1023.987
02/03/17,20:54:06.35,1536.133,0000.000,0012.33,25.234,012.73,35.883,1023.992
02/03/17,20:54:06.62,1536.011,0000.000,0012.90,25.222,012.73,35.785,1023.924
02/03/17,20:54:07.56,1535.989,0000.000,0013.47,25.173,012.73,35.865,1024.002
02/03/17,20:54:08.37,1535.985,0000.000,0014.16,25.165,012.73,35.868,1024.010
02/03/17,20:54:08.92,1535.983,0000.000,0014.73,25.162,012.73,35.865,1024.011
02/03/17,20:54:09.34,1535.979,0000.000,0015.30,25.159,012.73,35.859,1024.010
02/03/17,20:54:09.90,1535.992,0000.000,0015.87,25.155,012.70,35.872,1024.023
02/03/17,20:54:10.56,1536.004,0000.000,0016.67,25.155,012.73,35.870,1024.025
02/03/17,20:54:11.03,1536.004,0000.000,0017.24,25.156,012.70,35.859,1024.019
02/03/17,20:54:11.46,1536.014,0000.000,0017.81,25.154,012.70,35.862,1024.025
02/03/17,20:54:12.01,1536.023,0000.000,0018.49,25.152,012.73,35.865,1024.030
02/03/17,20:54:12.41,1536.032,0000.000,0019.07,25.152,012.73,35.865,1024.032
02/03/17,20:54:12.76,1536.048,0000.000,0019.64,25.151,012.70,35.874,1024.042
02/03/17,20:54:13.35,1536.054,0000.000,0020.32,25.150,012.73,35.872,1024.044
02/03/17,20:54:13.65,1536.069,0000.000,0020.89,25.148,012.73,35.880,1024.053
02/03/17,20:54:14.00,1536.076,0000.000,0021.46,25.149,012.73,35.877,1024.053
02/03/17,20:54:14.68,1536.092,0000.000,0022.03,25.149,012.70,35.882,1024.059
02/03/17,20:54:15.02,1536.103,0000.000,0022.60,25.148,012.70,35.886,1024.065
02/03/17,20:54:15.45,1536.112,0000.000,0023.18,25.148,012.70,35.885,1024.067
02/03/17,20:54:15.75,1536.130,0000.000,0023.75,25.148,012.73,35.892,1024.074
02/03/17,20:54:16.02,1536.135,0000.000,0024.32,25.150,012.73,35.884,1024.070
02/03/17,20:54:16.37,1536.135,0000.000,0024.89,25.149,012.70,35.879,1024.069
02/03/17,20:54:16.62,1536.154,0000.000,0025.46,25.148,012.70,35.889,1024.080
02/03/17,20:54:16.97,1536.163,0000.000,0026.03,25.150,012.70,35.885,1024.079
02/03/17,20:54:17.18,1536.166,0000.000,0026.71,25.149,012.73,35.879,1024.077
02/03/17,20:54:17.36,1536.168,0000.000,0027.29,25.146,012.73,35.878,1024.080
02/03/17,20:54:17.75,1536.184,0000.000,0027.86,25.146,012.73,35.884,1024.087
02/03/17,20:54:18.05,1536.182,0000.000,0028.43,25.146,012.73,35.873,1024.081
02/03/17,20:54:18.22,1536.192,0000.000,0029.00,25.144,012.70,35.878,1024.088
02/03/17,20:54:18.66,1536.202,0000.000,0029.80,25.140,012.70,35.883,1024.096
02/03/17,20:54:19.00,1536.209,0000.000,0030.37,25.140,012.70,35.881,1024.097
02/03/17,20:54:19.47,1536.214,0000.000,0030.94,25.139,012.70,35.880,1024.099
02/03/17,20:54:20.02,1536.223,0000.000,0031.51,25.137,012.73,35.885,1024.106
02/03/17,20:54:20.37,1536.225,0000.000,0032.19,25.140,012.70,35.869,1024.096
02/03/17,20:54:21.17,1536.226,0000.000,0032.88,25.134,012.70,35.872,1024.103
02/03/17,20:54:21.76,1536.233,0000.000,0033.45,25.137,012.70,35.862,1024.097
02/03/17,20:54:22.23,1536.256,0000.000,0034.02,25.133,012.70,35.885,1024.118
02/03/17,20:54:23.00,1536.252,0000.000,0034.59,25.134,012.70,35.869,1024.108
02/03/17,20:54:23.51,1536.261,0000.000,0035.16,25.133,012.70,35.871,1024.112
02/03/17,20:54:24.45,1536.265,0000.000,0035.73,25.136,012.73,35.859,1024.105
02/03/17,20:54:25.29,1536.282,0000.000,0036.30,25.134,012.73,35.872,1024.117
02/03/17,20:54:26.06,1536.298,0000.000,0036.88,25.133,012.73,35.878,1024.125
02/03/17,20:54:26.82,1536.307,0000.000,0037.56,25.135,012.73,35.873,1024.124
02/03/17,20:54:27.42,1536.307,0000.000,0038.13,25.135,012.70,35.864,1024.119
02/03/17,20:54:28.82,1536.320,0000.000,0038.82,25.133,012.73,35.870,1024.127
02/03/17,20:54:29.72,1536.337,0000.000,0039.50,25.130,012.73,35.879,1024.138
02/03/17,20:54:30.40,1536.346,0000.000,0040.07,25.134,012.73,35.872,1024.134
02/03/17,20:54:31.05,1536.351,0000.000,0040.64,25.131,012.70,35.873,1024.138
02/03/17,20:54:31.91,1536.358,0000.000,0041.21,25.131,012.70,35.871,1024.138
02/03/17,20:54:32.84,1536.369,0000.000,0041.78,25.131,012.73,35.873,1024.142
02/03/17,20:54:33.69,1536.382,0000.000,0042.36,25.132,012.73,35.873,1024.145
02/03/17,20:54:34.54,1536.388,0000.000,0042.93,25.131,012.73,35.872,1024.147
02/03/17,20:54:35.17,1536.398,0000.000,0043.61,25.130,012.73,35.875,1024.152
02/03/17,20:54:36.11,1536.411,0000.000,0044.18,25.129,012.73,35.881,1024.160
02/03/17,20:54:36.58,1536.416,0000.000,0044.75,25.129,012.70,35.876,1024.159
02/03/17,20:54:37.30,1536.429,0000.000,0045.32,25.127,012.73,35.884,1024.168
02/03/17,20:54:38.14,1536.432,0000.000,0046.01,25.128,012.73,35.874,1024.163
02/03/17,20:54:39.21,1536.446,0000.000,0046.69,25.127,012.73,35.878,1024.169
02/03/17,20:54:40.27,1536.455,0000.000,0047.38,25.128,012.70,35.875,1024.169
02/03/17,20:54:40.86,1536.455,0000.000,0047.95,25.127,012.73,35.867,1024.166
02/03/17,20:54:41.54,1536.466,0000.000,0048.52,25.125,012.70,35.873,1024.173
02/03/17,20:54:42.22,1536.472,0000.000,0049.09,25.124,012.70,35.871,1024.175
02/03/17,20:54:43.07,1536.478,0000.000,0049.66,25.122,012.70,35.872,1024.178
02/03/17,20:54:43.61,1536.486,0000.000,0050.23,25.121,012.73,35.873,1024.182
02/03/17,20:54:44.33,1536.498,0000.000,0050.80,25.121,012.70,35.876,1024.187
02/03/17,20:54:44.97,1536.514,0000.000,0051.37,25.121,012.70,35.881,1024.193
02/03/17,20:54:45.79,1536.515,0000.000,0051.95,25.118,012.70,35.880,1024.196
02/03/17,20:54:46.68,1536.529,0000.000,0052.52,25.118,012.70,35.884,1024.201
02/03/17,20:54:47.49,1536.535,0000.000,0053.20,25.116,012.70,35.885,1024.206
02/03/17,20:54:48.12,1536.536,0000.000,0053.77,25.113,012.73,35.882,1024.207
02/03/17,20:54:48.76,1536.547,0000.000,0054.34,25.112,012.70,35.885,1024.212
02/03/17,20:54:49.62,1536.546,0000.000,0054.91,25.111,012.73,35.879,1024.210
02/03/17,20:54:50.68,1536.560,0000.000,0055.48,25.108,012.70,35.888,1024.220
02/03/17,20:54:51.28,1536.569,0000.000,0056.06,25.106,012.73,35.895,1024.229
02/03/17,20:54:52.05,1536.577,0000.000,0056.63,25.105,012.73,35.894,1024.230
02/03/17,20:54:52.97,1536.594,0000.000,0057.20,25.105,012.70,35.902,1024.239
02/03/17,20:54:53.65,1536.595,0000.000,0057.77,25.103,012.73,35.898,1024.240
02/03/17,20:54:54.37,1536.603,0000.000,0058.34,25.102,012.70,35.898,1024.242
02/03/17,20:54:55.09,1536.601,0000.000,0058.91,25.099,012.70,35.894,1024.242
02/03/17,20:54:55.73,1536.642,0000.000,0059.48,25.098,012.73,35.925,1024.268
02/03/17,20:54:56.28,1536.708,0000.000,0060.05,25.128,012.70,35.912,1024.252
02/03/17,20:54:56.96,1536.815,0000.000,0060.62,25.146,012.73,35.963,1024.287
02/03/17,20:54:57.43,1536.860,0000.000,0061.19,25.167,012.70,35.948,1024.272
02/03/17,20:54:58.19,1536.887,0000.000,0061.76,25.173,012.70,35.950,1024.274
02/03/17,20:54:58.80,1536.887,0000.000,0062.34,25.173,012.70,35.942,1024.270
02/03/17,20:54:59.51,1536.914,0000.000,0062.91,25.174,012.70,35.957,1024.284
02/03/17,20:55:00.24,1536.933,0000.000,0063.59,25.178,012.70,35.956,1024.285
02/03/17,20:55:00.96,1536.953,0000.000,0064.16,25.178,012.73,35.964,1024.294
02/03/17,20:55:01.60,1536.956,0000.000,0064.73,25.171,012.70,35.974,1024.305
02/03/17,20:55:02.03,1536.950,0000.000,0065.30,25.166,012.73,35.971,1024.307
02/03/17,20:55:02.46,1536.938,0000.000,0065.87,25.161,012.73,35.961,1024.304
02/03/17,20:55:03.31,1536.915,0000.000,0066.45,25.143,012.73,35.972,1024.320
02/03/17,20:55:04.15,1536.914,0000.000,0067.02,25.134,012.73,35.982,1024.333
02/03/17,20:55:04.84,1536.920,0000.000,0067.70,25.130,012.70,35.985,1024.339
02/03/17,20:55:05.52,1536.853,0000.000,0068.27,25.108,012.70,35.962,1024.331
02/03/17,20:55:06.16,1536.756,0000.000,0069.07,25.063,012.73,35.963,1024.349
02/03/17,20:55:06.84,1536.679,0000.000,0069.64,25.003,012.73,36.016,1024.410
02/03/17,20:55:07.43,1536.656,0000.000,0070.21,24.980,012.70,36.035,1024.434
02/03/17,20:55:08.24,1536.658,0000.000,0070.78,24.976,012.70,36.037,1024.439
02/03/17,20:55:08.79,1536.601,0000.000,0071.35,24.953,012.70,36.028,1024.442
02/03/17,20:55:09.73,1536.535,0000.000,0071.93,24.909,012.73,36.057,1024.479
02/03/17,20:55:10.24,1536.475,0000.000,0072.50,24.881,012.70,36.053,1024.488
02/03/17,20:55:10.85,1536.409,0000.000,0073.07,24.853,012.70,36.047,1024.494
02/03/17,20:55:11.48,1536.354,0000.000,0073.75,24.812,012.70,36.078,1024.533
02/03/17,20:55:12.00,1536.296,0000.000,0074.32,24.791,012.70,36.060,1024.528
02/03/17,20:55:12.59,1536.235,0000.000,0074.89,24.758,012.70,36.068,1024.547
02/03/17,20:55:13.31,1536.111,0000.000,0075.46,24.715,012.73,36.041,1024.542
02/03/17,20:55:13.95,1536.078,0000.000,0076.04,24.677,012.70,36.090,1024.593
02/03/17,20:55:14.84,1536.058,0000.000,0076.61,24.660,012.70,36.099,1024.607
02/03/17,20:55:15.40,1536.052,0000.000,0077.18,24.658,012.70,36.089,1024.603
02/03/17,20:55:16.08,1535.978,0000.000,0077.75,24.640,012.70,36.051,1024.582
02/03/17,20:55:16.81,1535.732,0000.000,0078.43,24.551,012.70,36.014,1024.584
02/03/17,20:55:17.75,1535.407,0000.000,0079.12,24.394,012.73,36.055,1024.665
02/03/17,20:55:18.17,1535.380,0000.000,0079.69,24.366,012.70,36.087,1024.700
02/03/17,20:55:18.94,1535.301,0000.000,0080.26,24.327,012.73,36.091,1024.718
02/03/17,20:55:19.45,1535.303,0000.000,0080.94,24.317,012.70,36.106,1024.735
02/03/17,20:55:20.22,1535.177,0000.000,0081.52,24.254,012.70,36.124,1024.770
02/03/17,20:55:20.98,1535.103,0000.000,0082.09,24.195,012.70,36.182,1024.834
02/03/17,20:55:21.71,1535.075,0000.000,0082.66,24.177,012.73,36.187,1024.846
02/03/17,20:55:22.30,1535.047,0000.000,0083.34,24.152,012.70,36.209,1024.873
02/03/17,20:55:22.94,1534.993,0000.000,0083.91,24.134,012.70,36.191,1024.867
02/03/17,20:55:23.46,1534.870,0000.000,0084.48,24.083,012.70,36.183,1024.878
02/03/17,20:55:23.85,1534.707,0000.000,0085.06,24.035,012.70,36.134,1024.858
02/03/17,20:55:24.62,1534.694,0000.000,0085.63,23.994,012.70,36.207,1024.928
02/03/17,20:55:25.34,1534.673,0000.000,0086.31,23.981,012.70,36.206,1024.934
02/03/17,20:55:26.23,1534.126,0000.000,0087.11,23.819,012.70,36.059,1024.875
02/03/17,20:55:26.96,1533.952,0000.000,0087.68,23.712,012.70,36.134,1024.966
02/03/17,20:55:27.72,1533.935,0000.000,0088.25,23.671,012.70,36.204,1025.033
02/03/17,20:55:28.36,1533.933,0000.000,0088.82,23.661,012.68,36.217,1025.048
02/03/17,20:55:28.87,1533.910,0000.000,0089.39,23.647,012.70,36.219,1025.056
02/03/17,20:55:29.43,1533.902,0000.000,0089.96,23.635,012.68,36.230,1025.071
02/03/17,20:55:30.07,1533.889,0000.000,0090.54,23.624,012.70,36.235,1025.081
02/03/17,20:55:30.58,1533.851,0000.000,0091.11,23.612,012.70,36.220,1025.075
02/03/17,20:55:31.18,1533.755,0000.000,0091.68,23.582,012.70,36.188,1025.063
02/03/17,20:55:31.69,1533.712,0000.000,0092.25,23.556,012.70,36.203,1025.083
02/03/17,20:55:32.12,1533.653,0000.000,0092.82,23.527,012.70,36.206,1025.097
02/03/17,20:55:32.93,1533.528,0000.000,0093.39,23.473,012.70,36.208,1025.117
02/03/17,20:55:33.44,1533.481,0000.000,0093.96,23.448,012.68,36.213,1025.131
02/03/17,20:55:34.29,1533.489,0000.000,0094.53,23.445,012.68,36.217,1025.137
02/03/17,20:55:35.19,1533.461,0000.000,0095.44,23.429,012.70,36.215,1025.144
02/03/17,20:55:36.12,1533.368,0000.000,0096.02,23.380,012.70,36.233,1025.175
02/03/17,20:55:36.51,1533.369,0000.000,0096.59,23.374,012.70,36.241,1025.185
02/03/17,20:55:37.19,1533.406,0000.000,0097.27,23.373,012.70,36.266,1025.207
02/03/17,20:55:37.91,1533.436,0000.000,0097.84,23.383,012.68,36.260,1025.202
02/03/17,20:55:38.50,1533.401,0000.000,0098.53,23.369,012.70,36.252,1025.203
02/03/17,20:55:39.23,1533.304,0000.000,0099.10,23.340,012.70,36.220,1025.189
02/03/17,20:55:39.74,1533.243,0000.000,0099.67,23.296,012.70,36.259,1025.235
02/03/17,20:55:40.50,1533.119,0000.000,0100.35,23.241,012.70,36.261,1025.255
02/03/17,20:55:40.86,1532.955,0000.000,0100.93,23.244,012.70,36.095,1025.131
02/03/17,20:55:41.62,1532.882,0000.000,0101.50,23.143,012.70,36.251,1025.281
02/03/17,20:55:42.39,1532.493,0000.000,0102.07,23.018,012.70,36.178,1025.265
02/03/17,20:55:42.86,1532.319,0000.000,0102.75,22.959,012.70,36.146,1025.261
02/03/17,20:55:43.75,1531.951,0000.000,0103.32,22.783,012.70,36.211,1025.364
02/03/17,20:55:44.17,1531.843,0000.000,0103.89,22.756,012.70,36.165,1025.339
02/03/17,20:55:44.94,1531.481,0000.000,0104.58,22.615,012.70,36.157,1025.376
02/03/17,20:55:45.62,1531.302,0000.000,0105.26,22.522,012.70,36.202,1025.441
02/03/17,20:55:46.31,1531.235,0000.000,0105.95,22.483,012.68,36.220,1025.468
02/03/17,20:55:47.04,1531.213,0000.000,0106.63,22.457,012.68,36.252,1025.503
02/03/17,20:55:47.60,1530.872,0000.000,0107.20,22.401,012.70,36.063,1025.378
02/03/17,20:55:48.07,1530.594,0000.000,0107.78,22.281,012.70,36.083,1025.430
02/03/17,20:55:49.25,1530.059,0000.000,0108.35,22.030,012.70,36.181,1025.578
02/03/17,20:55:49.55,1530.020,0000.000,0109.03,22.014,012.68,36.174,1025.580
02/03/17,20:55:50.83,1529.929,0000.000,0109.60,21.972,012.70,36.184,1025.602
02/03/17,20:55:51.85,1529.910,0000.000,0110.17,21.955,012.68,36.199,1025.621
02/03/17,20:55:52.70,1529.728,0000.000,0110.74,21.885,012.68,36.188,1025.635
02/03/17,20:55:53.43,1529.659,0000.000,0111.32,21.852,012.68,36.197,1025.653
02/03/17,20:55:54.21,1529.579,0000.000,0111.89,21.834,012.68,36.159,1025.632
02/03/17,20:55:54.97,1529.388,0000.000,0112.57,21.777,012.70,36.112,1025.615
02/03/17,20:55:56.03,1529.326,0000.000,0113.14,21.709,012.70,36.208,1025.709
02/03/17,20:55:57.09,1529.166,0000.000,0113.71,21.659,012.68,36.175,1025.701
02/03/17,20:55:57.90,1528.867,0000.000,0114.40,21.565,012.68,36.118,1025.687
02/03/17,20:55:58.71,1528.532,0000.000,0114.97,21.451,012.68,36.081,1025.693
02/03/17,20:55:59.18,1528.326,0000.000,0115.54,21.325,012.68,36.188,1025.812
02/03/17,20:56:00.03,1528.266,0000.000,0116.11,21.284,012.70,36.224,1025.853
02/03/17,20:56:00.84,1528.237,0000.000,0116.68,21.270,012.70,36.222,1025.859
02/03/17,20:56:01.91,1528.193,0000.000,0117.25,21.256,012.68,36.207,1025.853
02/03/17,20:56:02.59,1528.165,0000.000,0118.05,21.242,012.68,36.205,1025.859
02/03/17,20:56:03.36,1528.155,0000.000,0118.62,21.228,012.70,36.221,1025.877
02/03/17,20:56:04.08,1528.118,0000.000,0119.19,21.212,012.70,36.217,1025.881
02/03/17,20:56:04.71,1528.105,0000.000,0119.88,21.203,012.68,36.217,1025.887
02/03/17,20:56:05.39,1528.101,0000.000,0120.45,21.197,012.68,36.219,1025.893
02/03/17,20:56:06.07,1528.088,0000.000,0121.02,21.190,012.70,36.217,1025.896
02/03/17,20:56:07.19,1528.067,0000.000,0121.59,21.176,012.68,36.223,1025.906
02/03/17,20:56:07.79,1528.066,0000.000,0122.16,21.171,012.68,36.224,1025.911
02/03/17,20:56:08.23,1528.060,0000.000,0122.73,21.167,012.68,36.222,1025.913
02/03/17,20:56:09.14,1528.056,0000.000,0123.30,21.159,012.68,36.227,1025.921
02/03/17,20:56:09.94,1528.058,0000.000,0123.99,21.156,012.68,36.228,1025.926
02/03/17,20:56:10.88,1528.026,0000.000,0124.56,21.151,012.70,36.201,1025.909
02/03/17,20:56:11.73,1527.912,0000.000,0125.13,21.096,012.70,36.223,1025.943
02/03/17,20:56:12.54,1527.672,0000.000,0125.70,21.051,012.70,36.106,1025.870
02/03/17,20:56:13.01,1527.573,0000.000,0126.27,20.973,012.68,36.198,1025.964
02/03/17,20:56:13.73,1527.346,0000.000,0126.84,20.882,012.68,36.205,1025.996
02/03/17,20:56:14.32,1527.315,0000.000,0127.41,20.861,012.68,36.221,1026.017
02/03/17,20:56:15.29,1527.249,0000.000,0127.98,20.831,012.68,36.225,1026.031
02/03/17,20:56:15.86,1527.216,0000.000,0128.56,20.812,012.68,36.231,1026.043
02/03/17,20:56:16.71,1527.188,0000.000,0129.13,20.798,012.68,36.233,1026.051
02/03/17,20:56:17.39,1527.148,0000.000,0129.70,20.783,012.68,36.224,1026.050
02/03/17,20:56:18.12,1527.083,0000.000,0130.27,20.760,012.68,36.212,1026.050
02/03/17,20:56:18.63,1526.933,0000.000,0130.84,20.723,012.68,36.161,1026.023
02/03/17,20:56:19.35,1526.778,0000.000,0131.41,20.651,012.68,36.187,1026.065
02/03/17,20:56:20.17,1526.665,0000.000,0131.98,20.592,012.70,36.221,1026.110
02/03/17,20:56:21.21,1526.585,0000.000,0132.67,20.545,012.68,36.253,1026.150
02/03/17,20:56:21.73,1526.531,0000.000,0133.24,20.528,012.68,36.239,1026.147
02/03/17,20:56:22.33,1526.372,0000.000,0133.81,20.479,012.68,36.208,1026.139
02/03/17,20:56:22.93,1526.268,0000.000,0134.38,20.437,012.68,36.208,1026.153
02/03/17,20:56:23.57,1526.158,0000.000,0134.95,20.380,012.68,36.240,1026.195
02/03/17,20:56:24.08,1526.083,0000.000,0135.52,20.358,012.68,36.219,1026.187
02/03/17,20:56:25.19,1526.027,0000.000,0136.09,20.322,012.68,36.248,1026.222
02/03/17,20:56:25.70,1525.980,0000.000,0136.66,20.309,012.68,36.230,1026.214
02/03/17,20:56:26.75,1525.918,0000.000,0137.23,20.274,012.68,36.251,1026.242
02/03/17,20:56:27.31,1525.885,0000.000,0137.92,20.260,012.68,36.245,1026.244
02/03/17,20:56:28.03,1525.827,0000.000,0138.60,20.237,012.68,36.240,1026.249
02/03/17,20:56:28.64,1525.604,0000.000,0139.17,20.174,012.65,36.186,1026.227
02/03/17,20:56:29.37,1525.322,0000.000,0139.75,20.053,012.68,36.222,1026.290
02/03/17,20:56:29.96,1525.141,0000.000,0140.32,20.003,012.65,36.177,1026.272
02/03/17,20:56:30.69,1524.803,0000.000,0140.89,19.853,012.65,36.236,1026.359
02/03/17,20:56:31.54,1524.642,0000.000,0141.46,19.790,012.65,36.243,1026.383
02/03/17,20:56:32.18,1524.572,0000.000,0142.14,19.763,012.68,36.233,1026.386
02/03/17,20:56:33.12,1524.499,0000.000,0142.71,19.728,012.65,36.246,1026.408
02/03/17,20:56:33.76,1524.424,0000.000,0143.28,19.705,012.68,36.230,1026.404
02/03/17,20:56:34.31,1524.160,0000.000,0143.86,19.630,012.65,36.170,1026.381
02/03/17,20:56:35.01,1524.094,0000.000,0144.54,19.579,012.65,36.230,1026.443
02/03/17,20:56:35.40,1524.075,0000.000,0145.11,19.571,012.65,36.226,1026.444
02/03/17,20:56:36.12,1524.023,0000.000,0145.68,19.547,012.68,36.230,1026.457
02/03/17,20:56:36.51,1523.933,0000.000,0146.25,19.527,012.68,36.191,1026.435
02/03/17,20:56:37.48,1523.854,0000.000,0146.82,19.477,012.65,36.238,1026.486
02/03/17,20:56:38.84,1523.628,0000.000,0147.40,19.425,012.68,36.157,1026.440
02/03/17,20:56:39.35,1523.540,0000.000,0147.97,19.362,012.68,36.228,1026.513
02/03/17,20:56:39.87,1523.510,0000.000,0148.54,19.345,012.65,36.236,1026.526
02/03/17,20:56:40.55,1523.480,0000.000,0149.22,19.331,012.68,36.233,1026.531
02/03/17,20:56:41.12,1523.475,0000.000,0149.79,19.326,012.65,36.233,1026.535
02/03/17,20:56:41.72,1523.469,0000.000,0150.36,19.322,012.68,36.230,1026.536
02/03/17,20:56:42.57,1523.470,0000.000,0150.93,19.315,012.68,36.239,1026.547
02/03/17,20:56:43.08,1523.466,0000.000,0151.51,19.317,012.65,36.222,1026.536
02/03/17,20:56:44.60,1523.360,0000.000,0152.08,19.277,012.65,36.220,1026.547
02/03/17,20:56:44.95,1523.301,0000.000,0152.65,19.250,012.68,36.226,1026.561
02/03/17,20:56:45.55,1523.142,0000.000,0153.22,19.223,012.65,36.144,1026.508
02/03/17,20:56:45.97,1523.097,0000.000,0153.79,19.168,012.65,36.233,1026.593
02/03/17,20:56:46.53,1523.092,0000.000,0154.36,19.160,012.68,36.241,1026.604
02/03/17,20:56:47.05,1523.071,0000.000,0154.93,19.154,012.65,36.229,1026.599
02/03/17,20:56:48.12,1523.088,0000.000,0155.50,19.150,012.68,36.244,1026.614
02/03/17,20:56:49.41,1523.052,0000.000,0156.07,19.140,012.65,36.229,1026.608
02/03/17,20:56:49.87,1522.940,0000.000,0156.64,19.116,012.65,36.181,1026.579
02/03/17,20:56:50.51,1522.837,0000.000,0157.21,19.061,012.68,36.220,1026.626
02/03/17,20:56:50.94,1522.822,0000.000,0157.79,19.036,012.68,36.262,1026.667
02/03/17,20:56:51.62,1522.825,0000.000,0158.36,19.034,012.68,36.262,1026.670
02/03/17,20:56:52.10,1522.816,0000.000,0158.93,19.031,012.68,36.253,1026.667
02/03/17,20:56:53.20,1522.730,0000.000,0159.50,19.008,012.68,36.226,1026.654
02/03/17,20:56:54.18,1522.712,0000.000,0160.07,18.987,012.68,36.254,1026.684
02/03/17,20:56:54.70,1522.648,0000.000,0160.64,18.982,012.65,36.200,1026.646
02/03/17,20:56:55.30,1522.606,0000.000,0161.21,18.948,012.68,36.241,1026.688
02/03/17,20:56:56.16,1522.415,0000.000,0162.01,18.893,012.68,36.198,1026.673
02/03/17,20:56:56.92,1522.204,0000.000,0162.58,18.815,012.68,36.200,1026.698
02/03/17,20:56:57.53,1522.110,0000.000,0163.15,18.780,012.65,36.197,1026.707
02/03/17,20:56:58.04,1521.989,0000.000,0163.72,18.741,012.68,36.181,1026.707
02/03/17,20:56:58.76,1521.933,0000.000,0164.29,18.704,012.65,36.216,1026.746
02/03/17,20:56:59.78,1521.822,0000.000,0164.86,18.666,012.68,36.205,1026.750
02/03/17,20:57:00.46,1521.729,0000.000,0165.44,18.631,012.68,36.203,1026.760
02/03/17,20:57:01.33,1521.665,0000.000,0166.01,18.607,012.68,36.198,1026.765
02/03/17,20:57:02.08,1521.456,0000.000,0166.69,18.553,012.68,36.140,1026.737
02/03/17,20:57:02.81,1521.337,0000.000,0167.26,18.492,012.68,36.181,1026.786
02/03/17,20:57:03.45,1521.235,0000.000,0167.83,18.463,012.65,36.158,1026.779
