[cast header]


depthinmeters=no
seacast version= Version 4.4.0

instrumentsn=40044
date=02/03/17
time=20:52:58.42
pressureoffset=0.77
usepressureoffset=yes
slot1sensor1=sv-c.xchange sv.x sn 203281 04/24/13
slot3sensor1=sv-c.xchange sv.x sn 000000 00/00/00
slot5sensor1=p-t-tu-do.xchange p.x sn 300256 04/16/13 t.x sn 403020 04/12/13

average sound velocity=1499.92
 
comments= 
 
[data]
Date (mm/dd/yy),Time,SV (m/s),SV-C.Xchange (No Sensor),Pressure (dBar),Temperature (C),Battery (V),Salinity (PSU),Density (kg m-3)
02/03/17,21:26:31.35,1487.340,0000.000,1156.99,04.581,012.20,34.405,1032.561
02/03/17,21:26:32.85,1487.363,0000.000,1157.56,04.581,012.20,34.415,1032.572
02/03/17,21:26:34.27,1487.365,0000.000,1158.13,04.581,012.20,34.408,1032.569
02/03/17,21:26:35.64,1487.375,0000.000,1158.71,04.578,012.20,34.420,1032.581
02/03/17,21:26:36.55,1487.375,0000.000,1159.39,04.581,012.20,34.400,1032.568
02/03/17,21:26:37.58,1487.387,0000.000,1159.96,04.582,012.20,34.398,1032.569
02/03/17,21:26:39.53,1487.399,0000.000,1160.53,04.579,012.20,34.411,1032.583
02/03/17,21:26:40.91,1487.401,0000.000,1161.11,04.581,012.20,34.398,1032.574
02/03/17,21:26:41.64,1487.396,0000.000,1161.68,04.580,012.20,34.389,1032.570
02/03/17,21:26:42.89,1487.407,0000.000,1162.25,04.575,012.20,34.406,1032.586
02/03/17,21:26:44.52,1487.421,0000.000,1162.82,04.574,012.20,34.413,1032.594
02/03/17,21:26:45.70,1487.425,0000.000,1163.39,04.578,012.20,34.399,1032.586
02/03/17,21:26:47.37,1487.427,0000.000,1163.96,04.575,012.20,34.398,1032.588
02/03/17,21:26:49.35,1487.444,0000.000,1164.53,04.575,012.20,34.404,1032.596
02/03/17,21:26:51.19,1487.458,0000.000,1165.11,04.576,012.20,34.405,1032.599
02/03/17,21:26:52.94,1487.462,0000.000,1164.53,04.574,012.20,34.422,1032.610
02/03/17,21:26:56.92,1487.440,0000.000,1163.96,04.573,012.20,34.417,1032.603
02/03/17,21:26:58.73,1487.438,0000.000,1163.28,04.578,012.20,34.410,1032.594
02/03/17,21:27:03.82,1487.421,0000.000,1162.71,04.576,012.20,34.407,1032.589
02/03/17,21:27:05.10,1487.412,0000.000,1162.02,04.576,012.20,34.409,1032.588
02/03/17,21:27:07.14,1487.415,0000.000,1162.59,04.573,012.20,34.415,1032.595
02/03/17,21:27:14.16,1487.417,0000.000,1162.02,04.578,012.20,34.410,1032.588
02/03/17,21:27:15.81,1487.422,0000.000,1161.45,04.578,012.20,34.420,1032.594
02/03/17,21:27:19.94,1487.403,0000.000,1160.65,04.581,012.20,34.405,1032.578
02/03/17,21:27:21.52,1487.396,0000.000,1160.08,04.579,012.20,34.415,1032.583
02/03/17,21:27:25.37,1487.387,0000.000,1159.51,04.579,012.20,34.414,1032.580
02/03/17,21:27:26.14,1487.385,0000.000,1158.93,04.582,012.20,34.411,1032.574
02/03/17,21:27:30.39,1487.379,0000.000,1158.36,04.580,012.20,34.419,1032.579
02/03/17,21:27:31.76,1487.376,0000.000,1157.79,04.583,012.20,34.415,1032.572
02/03/17,21:27:35.26,1487.356,0000.000,1157.22,04.582,012.20,34.411,1032.567
02/03/17,21:27:37.78,1487.354,0000.000,1156.65,04.583,012.20,34.412,1032.565
02/03/17,21:27:39.16,1487.342,0000.000,1156.08,04.582,012.20,34.414,1032.564
02/03/17,21:27:42.57,1487.339,0000.000,1155.51,04.582,012.20,34.420,1032.566
02/03/17,21:27:45.42,1487.328,0000.000,1154.93,04.583,012.20,34.415,1032.560
02/03/17,21:27:47.26,1487.314,0000.000,1154.36,04.586,012.20,34.401,1032.545
02/03/17,21:27:50.95,1487.317,0000.000,1153.68,04.586,012.20,34.412,1032.551
02/03/17,21:27:52.80,1487.299,0000.000,1153.11,04.585,012.20,34.409,1032.546
02/03/17,21:27:56.68,1487.306,0000.000,1152.53,04.586,012.20,34.420,1032.552
02/03/17,21:27:58.35,1487.291,0000.000,1151.96,04.587,012.20,34.411,1032.542
02/03/17,21:28:01.33,1487.289,0000.000,1151.39,04.592,012.20,34.402,1032.532
02/03/17,21:28:03.29,1487.284,0000.000,1150.82,04.592,012.18,34.406,1032.533
02/03/17,21:28:06.86,1487.284,0000.000,1150.13,04.593,012.18,34.412,1032.534
02/03/17,21:28:09.03,1487.281,0000.000,1149.56,04.595,012.18,34.410,1032.529
02/03/17,21:28:12.99,1487.297,0000.000,1148.88,04.596,012.18,34.426,1032.539
02/03/17,21:28:16.06,1487.293,0000.000,1148.31,04.603,012.18,34.407,1032.521
02/03/17,21:28:19.97,1487.287,0000.000,1147.73,04.608,012.18,34.396,1032.509
02/03/17,21:28:21.93,1487.306,0000.000,1147.16,04.608,012.18,34.418,1032.524
02/03/17,21:28:23.64,1487.298,0000.000,1146.59,04.611,012.18,34.410,1032.514
02/03/17,21:28:28.15,1487.299,0000.000,1146.02,04.619,012.18,34.393,1032.497
02/03/17,21:28:29.71,1487.329,0000.000,1145.45,04.622,012.18,34.414,1032.510
02/03/17,21:28:34.35,1487.329,0000.000,1144.76,04.625,012.18,34.412,1032.505
02/03/17,21:28:37.06,1487.344,0000.000,1144.19,04.630,012.18,34.414,1032.503
02/03/17,21:28:40.08,1487.341,0000.000,1143.62,04.633,012.18,34.412,1032.499
02/03/17,21:28:42.20,1487.347,0000.000,1143.05,04.635,012.18,34.417,1032.500
02/03/17,21:28:42.60,1487.340,0000.000,1142.48,04.637,012.18,34.412,1032.493
02/03/17,21:28:43.25,1487.341,0000.000,1141.91,04.641,012.18,34.407,1032.486
02/03/17,21:28:43.59,1487.330,0000.000,1141.33,04.640,012.18,34.409,1032.485
02/03/17,21:28:44.58,1487.332,0000.000,1140.76,04.643,012.18,34.407,1032.480
02/03/17,21:28:45.18,1487.326,0000.000,1140.19,04.646,012.18,34.404,1032.475
02/03/17,21:28:45.87,1487.329,0000.000,1139.62,04.644,012.18,34.415,1032.482
02/03/17,21:28:46.85,1487.299,0000.000,1139.05,04.646,012.18,34.396,1032.464
02/03/17,21:28:47.45,1487.306,0000.000,1138.48,04.647,012.18,34.407,1032.470
02/03/17,21:28:50.82,1487.340,0000.000,1137.91,04.653,012.18,34.419,1032.476
02/03/17,21:28:55.07,1487.336,0000.000,1137.33,04.654,012.18,34.420,1032.474
02/03/17,21:28:57.25,1487.319,0000.000,1136.76,04.656,012.18,34.408,1032.461
02/03/17,21:28:58.49,1487.312,0000.000,1136.19,04.658,012.18,34.402,1032.454
02/03/17,21:28:59.01,1487.297,0000.000,1135.62,04.660,012.18,34.396,1032.446
02/03/17,21:28:59.52,1487.298,0000.000,1135.05,04.660,012.18,34.403,1032.450
02/03/17,21:29:00.21,1487.291,0000.000,1134.48,04.656,012.18,34.415,1032.456
02/03/17,21:29:00.73,1487.287,0000.000,1133.79,04.658,012.18,34.414,1032.452
02/03/17,21:29:01.75,1487.276,0000.000,1133.22,04.660,012.18,34.411,1032.448
02/03/17,21:29:02.39,1487.270,0000.000,1132.53,04.658,012.18,34.417,1032.449
02/03/17,21:29:03.08,1487.256,0000.000,1131.96,04.656,012.18,34.421,1032.450
02/03/17,21:29:03.69,1487.251,0000.000,1131.39,04.661,012.18,34.411,1032.439
02/03/17,21:29:04.17,1487.242,0000.000,1130.82,04.661,012.18,34.410,1032.435
02/03/17,21:29:04.77,1487.239,0000.000,1130.25,04.660,012.18,34.418,1032.440
02/03/17,21:29:05.29,1487.236,0000.000,1129.68,04.663,012.18,34.414,1032.433
02/03/17,21:29:06.23,1487.233,0000.000,1128.99,04.661,012.18,34.428,1032.441
02/03/17,21:29:07.20,1487.245,0000.000,1128.42,04.664,012.18,34.433,1032.442
02/03/17,21:29:07.42,1487.235,0000.000,1127.85,04.664,012.18,34.433,1032.439
02/03/17,21:29:08.19,1487.225,0000.000,1127.28,04.670,012.18,34.412,1032.420
02/03/17,21:29:08.58,1487.221,0000.000,1126.71,04.669,012.18,34.419,1032.423
02/03/17,21:29:09.02,1487.207,0000.000,1126.13,04.669,012.18,34.417,1032.419
02/03/17,21:29:09.63,1487.195,0000.000,1125.56,04.671,012.18,34.408,1032.408
02/03/17,21:29:10.39,1487.198,0000.000,1124.99,04.669,012.18,34.423,1032.418
02/03/17,21:29:11.12,1487.186,0000.000,1124.42,04.672,012.18,34.412,1032.406
02/03/17,21:29:11.94,1487.170,0000.000,1123.85,04.672,012.18,34.408,1032.401
02/03/17,21:29:12.67,1487.164,0000.000,1123.28,04.670,012.18,34.416,1032.405
02/03/17,21:29:13.07,1487.161,0000.000,1122.71,04.671,012.18,34.418,1032.404
02/03/17,21:29:13.67,1487.177,0000.000,1122.13,04.674,012.18,34.431,1032.411
02/03/17,21:29:14.40,1487.189,0000.000,1121.56,04.680,012.18,34.427,1032.404
02/03/17,21:29:15.06,1487.198,0000.000,1120.99,04.682,012.18,34.435,1032.407
02/03/17,21:29:15.79,1487.194,0000.000,1120.42,04.684,012.18,34.433,1032.403
02/03/17,21:29:16.31,1487.196,0000.000,1119.85,04.686,012.18,34.435,1032.402
02/03/17,21:29:16.91,1487.185,0000.000,1119.28,04.689,012.18,34.426,1032.392
02/03/17,21:29:17.35,1487.182,0000.000,1118.71,04.690,012.18,34.428,1032.391
02/03/17,21:29:17.78,1487.167,0000.000,1118.13,04.692,012.18,34.416,1032.378
02/03/17,21:29:18.26,1487.160,0000.000,1117.56,04.691,012.18,34.422,1032.381
02/03/17,21:29:19.03,1487.152,0000.000,1116.99,04.692,012.18,34.418,1032.375
02/03/17,21:29:19.89,1487.145,0000.000,1116.42,04.692,012.18,34.421,1032.375
02/03/17,21:29:20.59,1487.147,0000.000,1115.85,04.693,012.18,34.427,1032.376
02/03/17,21:29:21.32,1487.137,0000.000,1115.28,04.695,012.18,34.419,1032.367
02/03/17,21:29:21.88,1487.131,0000.000,1114.59,04.694,012.18,34.427,1032.370
02/03/17,21:29:22.53,1487.113,0000.000,1114.02,04.694,012.18,34.421,1032.363
02/03/17,21:29:22.83,1487.103,0000.000,1113.33,04.696,012.18,34.414,1032.354
02/03/17,21:29:23.26,1487.091,0000.000,1112.65,04.698,012.18,34.407,1032.345
02/03/17,21:29:23.74,1487.086,0000.000,1112.08,04.699,012.18,34.407,1032.343
02/03/17,21:29:24.43,1487.078,0000.000,1111.51,04.699,012.18,34.409,1032.342
02/03/17,21:29:25.33,1487.085,0000.000,1110.93,04.703,012.18,34.411,1032.341
02/03/17,21:29:26.28,1487.084,0000.000,1110.25,04.700,012.18,34.427,1032.350
02/03/17,21:29:26.80,1487.078,0000.000,1109.56,04.706,012.18,34.413,1032.335
02/03/17,21:29:27.44,1487.073,0000.000,1108.99,04.707,012.18,34.413,1032.333
02/03/17,21:29:27.70,1487.069,0000.000,1108.42,04.708,012.18,34.415,1032.331
02/03/17,21:29:28.09,1487.070,0000.000,1107.85,04.708,012.18,34.423,1032.335
02/03/17,21:29:28.65,1487.070,0000.000,1107.28,04.712,012.18,34.416,1032.326
02/03/17,21:29:29.12,1487.074,0000.000,1106.71,04.712,012.18,34.427,1032.332
02/03/17,21:29:29.58,1487.068,0000.000,1106.13,04.717,012.18,34.414,1032.319
02/03/17,21:29:30.53,1487.074,0000.000,1105.33,04.721,012.18,34.417,1032.317
02/03/17,21:29:31.35,1487.092,0000.000,1104.76,04.725,012.18,34.424,1032.320
02/03/17,21:29:32.00,1487.078,0000.000,1104.19,04.727,012.18,34.414,1032.309
02/03/17,21:29:32.64,1487.088,0000.000,1103.51,04.730,012.18,34.423,1032.313
02/03/17,21:29:33.50,1487.066,0000.000,1102.82,04.735,012.18,34.398,1032.289
02/03/17,21:29:34.57,1487.089,0000.000,1102.13,04.736,012.18,34.421,1032.304
02/03/17,21:29:35.04,1487.087,0000.000,1101.56,04.740,012.18,34.414,1032.295
02/03/17,21:29:35.69,1487.081,0000.000,1100.88,04.741,012.18,34.414,1032.292
02/03/17,21:29:36.59,1487.078,0000.000,1100.19,04.745,012.18,34.412,1032.286
02/03/17,21:29:37.57,1487.081,0000.000,1099.51,04.745,012.18,34.422,1032.292
02/03/17,21:29:38.22,1487.056,0000.000,1098.93,04.746,012.18,34.408,1032.277
02/03/17,21:29:38.87,1487.067,0000.000,1098.36,04.747,012.18,34.419,1032.284
02/03/17,21:29:39.60,1487.065,0000.000,1097.79,04.747,012.18,34.424,1032.285
02/03/17,21:29:40.03,1487.059,0000.000,1097.22,04.748,012.18,34.424,1032.282
02/03/17,21:29:40.72,1487.051,0000.000,1096.65,04.747,012.18,34.429,1032.284
02/03/17,21:29:41.19,1487.037,0000.000,1095.96,04.747,012.18,34.428,1032.280
02/03/17,21:29:41.88,1487.032,0000.000,1095.39,04.749,012.18,34.423,1032.273
02/03/17,21:29:42.52,1487.036,0000.000,1094.82,04.748,012.18,34.438,1032.283
02/03/17,21:29:43.30,1487.024,0000.000,1094.25,04.751,012.18,34.425,1032.269
02/03/17,21:29:43.90,1487.031,0000.000,1093.68,04.751,012.18,34.437,1032.276
02/03/17,21:29:44.56,1487.004,0000.000,1093.11,04.752,012.18,34.420,1032.260
02/03/17,21:29:45.16,1487.006,0000.000,1092.54,04.754,012.18,34.423,1032.259
02/03/17,21:29:45.55,1487.002,0000.000,1091.96,04.754,012.18,34.428,1032.260
02/03/17,21:29:46.03,1487.001,0000.000,1091.28,04.755,012.18,34.432,1032.260
02/03/17,21:29:46.59,1487.015,0000.000,1090.71,04.756,012.18,34.447,1032.269
02/03/17,21:29:47.19,1487.003,0000.000,1090.14,04.761,012.15,34.431,1032.253
02/03/17,21:29:47.84,1487.009,0000.000,1089.56,04.764,012.18,34.433,1032.252
02/03/17,21:29:48.82,1487.027,0000.000,1088.88,04.773,012.18,34.428,1032.244
02/03/17,21:29:49.42,1487.035,0000.000,1088.31,04.773,012.18,34.441,1032.251
02/03/17,21:29:50.08,1487.047,0000.000,1087.74,04.783,012.18,34.423,1032.234
02/03/17,21:29:50.63,1487.040,0000.000,1087.16,04.787,012.18,34.416,1032.225
02/03/17,21:29:51.06,1487.045,0000.000,1086.48,04.784,012.18,34.436,1032.238
02/03/17,21:29:51.62,1487.046,0000.000,1085.91,04.790,012.18,34.426,1032.226
02/03/17,21:29:52.13,1487.045,0000.000,1085.34,04.791,012.18,34.429,1032.226
02/03/17,21:29:52.56,1487.043,0000.000,1084.76,04.795,012.18,34.421,1032.217
02/03/17,21:29:53.21,1487.041,0000.000,1084.19,04.793,012.18,34.435,1032.225
02/03/17,21:29:53.93,1487.046,0000.000,1083.51,04.799,012.18,34.426,1032.214
02/03/17,21:29:54.71,1487.058,0000.000,1082.94,04.799,012.18,34.443,1032.225
02/03/17,21:29:55.15,1487.068,0000.000,1082.36,04.806,012.18,34.438,1032.218
02/03/17,21:29:55.75,1487.084,0000.000,1081.79,04.809,012.18,34.447,1032.222
02/03/17,21:29:56.26,1487.077,0000.000,1081.22,04.816,012.18,34.428,1032.203
02/03/17,21:29:56.82,1487.088,0000.000,1080.65,04.821,012.18,34.427,1032.199
02/03/17,21:29:57.26,1487.081,0000.000,1080.08,04.821,012.15,34.430,1032.199
02/03/17,21:29:57.90,1487.089,0000.000,1079.51,04.826,012.18,34.426,1032.193
02/03/17,21:29:58.71,1487.071,0000.000,1078.94,04.825,012.18,34.422,1032.187
02/03/17,21:29:59.35,1487.071,0000.000,1078.36,04.825,012.18,34.430,1032.191
02/03/17,21:29:59.79,1487.070,0000.000,1077.79,04.824,012.18,34.440,1032.196
02/03/17,21:30:00.53,1487.047,0000.000,1077.22,04.825,012.15,34.426,1032.182
02/03/17,21:30:01.05,1487.044,0000.000,1076.65,04.823,012.18,34.438,1032.189
02/03/17,21:30:01.69,1487.057,0000.000,1076.08,04.836,012.15,34.414,1032.166
02/03/17,21:30:02.29,1487.071,0000.000,1075.51,04.832,012.18,34.447,1032.190
02/03/17,21:30:03.06,1487.066,0000.000,1074.94,04.836,012.15,34.437,1032.179
02/03/17,21:30:03.41,1487.059,0000.000,1074.36,04.834,012.18,34.446,1032.184
02/03/17,21:30:04.17,1487.048,0000.000,1073.68,04.837,012.15,34.436,1032.172
02/03/17,21:30:04.65,1487.043,0000.000,1073.11,04.838,012.18,34.435,1032.169
02/03/17,21:30:05.25,1487.055,0000.000,1072.54,04.844,012.18,34.435,1032.165
02/03/17,21:30:05.95,1487.063,0000.000,1071.96,04.844,012.15,34.449,1032.174
02/03/17,21:30:06.34,1487.058,0000.000,1071.39,04.850,012.15,34.430,1032.156
02/03/17,21:30:06.90,1487.073,0000.000,1070.82,04.855,012.18,34.433,1032.155
02/03/17,21:30:07.71,1487.086,0000.000,1070.25,04.861,012.18,34.433,1032.151
02/03/17,21:30:08.40,1487.083,0000.000,1069.57,04.867,012.15,34.418,1032.136
02/03/17,21:30:09.05,1487.104,0000.000,1068.99,04.868,012.15,34.441,1032.151
02/03/17,21:30:09.76,1487.116,0000.000,1068.19,04.877,012.18,34.432,1032.139
02/03/17,21:30:10.45,1487.096,0000.000,1067.62,04.879,012.15,34.417,1032.124
02/03/17,21:30:10.92,1487.099,0000.000,1067.05,04.879,012.15,34.428,1032.130
02/03/17,21:30:11.50,1487.097,0000.000,1066.48,04.880,012.15,34.429,1032.128
02/03/17,21:30:12.35,1487.083,0000.000,1065.91,04.880,012.15,34.425,1032.122
02/03/17,21:30:12.87,1487.083,0000.000,1065.34,04.882,012.15,34.428,1032.122
02/03/17,21:30:13.82,1487.072,0000.000,1064.77,04.885,012.15,34.415,1032.109
02/03/17,21:30:13.99,1487.077,0000.000,1064.19,04.885,012.15,34.427,1032.116
02/03/17,21:30:14.85,1487.091,0000.000,1063.51,04.885,012.15,34.446,1032.128
02/03/17,21:30:15.52,1487.079,0000.000,1062.82,04.886,012.15,34.443,1032.122
02/03/17,21:30:16.21,1487.078,0000.000,1062.25,04.889,012.15,34.442,1032.118
02/03/17,21:30:16.89,1487.073,0000.000,1061.68,04.890,012.15,34.442,1032.115
02/03/17,21:30:17.62,1487.067,0000.000,1061.11,04.892,012.15,34.439,1032.110
02/03/17,21:30:18.23,1487.068,0000.000,1060.54,04.891,012.15,34.450,1032.116
02/03/17,21:30:19.05,1487.052,0000.000,1059.85,04.891,012.15,34.446,1032.110
02/03/17,21:30:19.65,1487.032,0000.000,1059.28,04.892,012.15,34.435,1032.098
02/03/17,21:30:20.33,1487.036,0000.000,1058.59,04.890,012.15,34.453,1032.110
02/03/17,21:30:20.72,1487.020,0000.000,1058.02,04.891,012.15,34.444,1032.101
02/03/17,21:30:21.33,1487.017,0000.000,1057.45,04.891,012.15,34.449,1032.102
02/03/17,21:30:21.89,1487.015,0000.000,1056.88,04.896,012.15,34.438,1032.090
02/03/17,21:30:22.65,1487.036,0000.000,1056.31,04.898,012.18,34.455,1032.100
02/03/17,21:30:23.38,1487.059,0000.000,1055.74,04.910,012.15,34.445,1032.088
02/03/17,21:30:23.95,1487.070,0000.000,1055.05,04.915,012.15,34.444,1032.084
02/03/17,21:30:24.71,1487.069,0000.000,1054.37,04.919,012.15,34.441,1032.078
02/03/17,21:30:25.29,1487.078,0000.000,1053.79,04.924,012.15,34.438,1032.072
02/03/17,21:30:26.19,1487.088,0000.000,1053.11,04.926,012.15,34.448,1032.076
02/03/17,21:30:26.92,1487.084,0000.000,1052.54,04.930,012.15,34.439,1032.066
02/03/17,21:30:27.31,1487.079,0000.000,1051.85,04.928,012.15,34.451,1032.073
02/03/17,21:30:28.04,1487.074,0000.000,1051.28,04.932,012.15,34.445,1032.065
02/03/17,21:30:28.35,1487.068,0000.000,1050.71,04.934,012.15,34.440,1032.058
02/03/17,21:30:28.95,1487.056,0000.000,1050.14,04.934,012.15,34.438,1032.054
02/03/17,21:30:29.65,1487.054,0000.000,1049.57,04.935,012.15,34.439,1032.052
02/03/17,21:30:30.29,1487.039,0000.000,1049.00,04.936,012.15,34.433,1032.045
02/03/17,21:30:31.32,1487.038,0000.000,1048.42,04.936,012.15,34.440,1032.047
02/03/17,21:30:32.35,1487.033,0000.000,1047.85,04.934,012.15,34.451,1032.053
02/03/17,21:30:32.65,1487.035,0000.000,1047.28,04.936,012.15,34.452,1032.052
02/03/17,21:30:33.47,1487.018,0000.000,1046.71,04.940,012.15,34.433,1032.034
02/03/17,21:30:33.90,1487.019,0000.000,1046.14,04.940,012.15,34.440,1032.037
02/03/17,21:30:34.42,1487.028,0000.000,1045.57,04.943,012.15,34.446,1032.038
02/03/17,21:30:35.11,1487.025,0000.000,1045.00,04.944,012.15,34.447,1032.036
02/03/17,21:30:35.64,1487.025,0000.000,1044.42,04.941,012.15,34.463,1032.047
02/03/17,21:30:36.37,1487.006,0000.000,1043.85,04.944,012.15,34.447,1032.031
02/03/17,21:30:37.01,1486.992,0000.000,1043.28,04.944,012.15,34.443,1032.026
02/03/17,21:30:37.53,1486.984,0000.000,1042.71,04.942,012.15,34.450,1032.029
02/03/17,21:30:38.39,1486.978,0000.000,1042.14,04.947,012.15,34.440,1032.017
02/03/17,21:30:39.29,1486.993,0000.000,1041.57,04.947,012.15,34.460,1032.031
02/03/17,21:30:39.85,1486.999,0000.000,1041.00,04.954,012.15,34.447,1032.017
02/03/17,21:30:40.49,1487.011,0000.000,1040.42,04.957,012.15,34.455,1032.019
02/03/17,21:30:40.92,1486.993,0000.000,1039.85,04.958,012.15,34.445,1032.009
02/03/17,21:30:41.41,1486.992,0000.000,1039.28,04.964,012.15,34.433,1031.996
02/03/17,21:30:41.80,1486.996,0000.000,1038.71,04.962,012.15,34.450,1032.008
02/03/17,21:30:42.49,1486.988,0000.000,1038.14,04.963,012.15,34.449,1032.004
02/03/17,21:30:43.05,1487.001,0000.000,1037.57,04.966,012.15,34.457,1032.007
02/03/17,21:30:44.00,1487.006,0000.000,1037.00,04.971,012.15,34.451,1031.999
02/03/17,21:30:44.81,1487.012,0000.000,1036.42,04.974,012.15,34.453,1031.998
02/03/17,21:30:45.55,1487.009,0000.000,1035.85,04.977,012.15,34.450,1031.993
02/03/17,21:30:46.02,1487.011,0000.000,1035.28,04.979,012.15,34.452,1031.991
02/03/17,21:30:46.45,1487.000,0000.000,1034.71,04.980,012.15,34.449,1031.986
02/03/17,21:30:46.94,1486.998,0000.000,1034.14,04.983,012.15,34.443,1031.978
02/03/17,21:30:47.71,1486.994,0000.000,1033.57,04.982,012.15,34.453,1031.983
02/03/17,21:30:48.23,1486.988,0000.000,1033.00,04.983,012.15,34.451,1031.979
02/03/17,21:30:49.13,1486.971,0000.000,1032.31,04.985,012.15,34.439,1031.967
02/03/17,21:30:49.86,1486.964,0000.000,1031.74,04.986,012.15,34.439,1031.964
02/03/17,21:30:50.42,1486.968,0000.000,1031.17,04.986,012.15,34.449,1031.969
02/03/17,21:30:51.33,1486.965,0000.000,1030.60,04.986,012.15,34.453,1031.970
02/03/17,21:30:51.67,1486.956,0000.000,1030.03,04.986,012.15,34.454,1031.968
02/03/17,21:30:52.45,1486.942,0000.000,1029.45,04.988,012.15,34.443,1031.956
02/03/17,21:30:53.20,1486.941,0000.000,1028.88,04.988,012.15,34.451,1031.960
02/03/17,21:30:53.71,1486.925,0000.000,1028.31,04.988,012.15,34.445,1031.953
02/03/17,21:30:54.19,1486.922,0000.000,1027.74,04.989,012.15,34.448,1031.952
02/03/17,21:30:54.67,1486.916,0000.000,1027.17,04.989,012.15,34.450,1031.951
02/03/17,21:30:55.52,1486.898,0000.000,1026.48,04.989,012.15,34.443,1031.943
02/03/17,21:30:56.33,1486.877,0000.000,1025.91,04.990,012.15,34.432,1031.931
02/03/17,21:30:57.36,1486.889,0000.000,1025.34,04.992,012.15,34.446,1031.939
02/03/17,21:30:58.05,1486.895,0000.000,1024.77,04.995,012.15,34.447,1031.937
02/03/17,21:30:58.73,1486.900,0000.000,1024.20,04.996,012.15,34.456,1031.942
02/03/17,21:30:59.12,1486.893,0000.000,1023.63,04.999,012.15,34.448,1031.932
02/03/17,21:30:59.48,1486.890,0000.000,1023.05,04.999,012.15,34.451,1031.932
02/03/17,21:31:00.32,1486.876,0000.000,1022.48,05.000,012.15,34.446,1031.925
02/03/17,21:31:00.80,1486.875,0000.000,1021.91,04.999,012.15,34.456,1031.931
02/03/17,21:31:01.66,1486.883,0000.000,1021.34,05.004,012.15,34.452,1031.924
02/03/17,21:31:02.42,1486.888,0000.000,1020.66,05.011,012.15,34.444,1031.914
02/03/17,21:31:03.28,1486.873,0000.000,1020.08,05.013,012.15,34.434,1031.903
02/03/17,21:31:03.97,1486.901,0000.000,1019.51,05.012,012.15,34.466,1031.926
02/03/17,21:31:04.53,1486.887,0000.000,1018.94,05.017,012.15,34.445,1031.906
02/03/17,21:31:05.34,1486.885,0000.000,1018.37,05.018,012.15,34.448,1031.906
02/03/17,21:31:06.12,1486.885,0000.000,1017.80,05.022,012.15,34.446,1031.901
02/03/17,21:31:06.68,1486.890,0000.000,1017.23,05.022,012.15,34.455,1031.905
02/03/17,21:31:07.58,1486.887,0000.000,1016.66,05.020,012.15,34.465,1031.911
02/03/17,21:31:08.23,1486.875,0000.000,1016.08,05.022,012.15,34.459,1031.904
02/03/17,21:31:08.82,1486.868,0000.000,1015.51,05.023,012.15,34.457,1031.899
02/03/17,21:31:09.47,1486.863,0000.000,1014.94,05.024,012.15,34.459,1031.898
02/03/17,21:31:10.11,1486.859,0000.000,1014.37,05.026,012.15,34.456,1031.892
02/03/17,21:31:11.14,1486.863,0000.000,1013.68,05.031,012.15,34.450,1031.884
02/03/17,21:31:12.21,1486.862,0000.000,1013.11,05.034,012.15,34.445,1031.878
02/03/17,21:31:12.94,1486.851,0000.000,1012.54,05.033,012.15,34.448,1031.877
02/03/17,21:31:13.67,1486.865,0000.000,1011.86,05.037,012.15,34.458,1031.881
02/03/17,21:31:14.06,1486.865,0000.000,1011.28,05.038,012.15,34.462,1031.882
02/03/17,21:31:14.45,1486.861,0000.000,1010.71,05.040,012.15,34.460,1031.878
02/03/17,21:31:14.97,1486.845,0000.000,1010.14,05.043,012.15,34.445,1031.863
02/03/17,21:31:15.40,1486.841,0000.000,1009.57,05.043,012.15,34.450,1031.864
02/03/17,21:31:16.38,1486.846,0000.000,1009.00,05.045,012.15,34.454,1031.864
02/03/17,21:31:17.83,1486.835,0000.000,1008.43,05.045,012.15,34.453,1031.861
02/03/17,21:31:18.35,1486.843,0000.000,1007.74,05.045,012.15,34.468,1031.870
02/03/17,21:31:19.09,1486.826,0000.000,1007.17,05.049,012.15,34.447,1031.850
02/03/17,21:31:19.48,1486.826,0000.000,1006.60,05.047,012.15,34.462,1031.860
02/03/17,21:31:19.95,1486.810,0000.000,1006.03,05.047,012.15,34.457,1031.853
02/03/17,21:31:20.51,1486.805,0000.000,1005.46,05.046,012.15,34.463,1031.855
02/03/17,21:31:21.16,1486.789,0000.000,1004.89,05.048,012.15,34.452,1031.844
02/03/17,21:31:21.97,1486.790,0000.000,1004.20,05.046,012.15,34.468,1031.854
02/03/17,21:31:23.45,1486.781,0000.000,1003.63,05.046,012.15,34.468,1031.851
02/03/17,21:31:24.08,1486.778,0000.000,1003.06,05.047,012.15,34.471,1031.851
02/03/17,21:31:24.77,1486.776,0000.000,1002.37,05.054,012.15,34.458,1031.837
02/03/17,21:31:25.30,1486.777,0000.000,1001.80,05.055,012.15,34.463,1031.837
02/03/17,21:31:25.95,1486.769,0000.000,1001.23,05.058,012.15,34.454,1031.827
02/03/17,21:31:26.38,1486.773,0000.000,1000.66,05.059,012.15,34.461,1031.830
02/03/17,21:31:26.98,1486.781,0000.000,1000.09,05.062,012.15,34.464,1031.829
02/03/17,21:31:27.50,1486.782,0000.000,0999.51,05.064,012.15,34.465,1031.827
