Now: 04/05/2019 05:32:32
Battery Level: 1.4V
RapidSV: S/N 50554
Site info: RAPIDSV_TEST
Calibrated: 23/08/2018
Latitude: -43.14
Mode: R32;1
Tare: 10.0692
Pressure units: dBar
36.704	1511.291
36.610	1511.278
36.574	1511.286
36.543	1511.282
36.513	1511.283
36.479	1511.285
36.436	1511.281
36.351	1511.285
36.298	1511.281
36.237	1511.277
36.129	1511.278
36.061	1511.275
35.986	1511.270
35.881	1511.273
35.792	1511.263
35.729	1511.270
35.628	1511.268
35.498	1511.259
