From file: S2      	Instrument no.:	1104
Ser	Interval (sec)	Integration	Air pressure	Salinity	Chart Datum (dbar)	
1	1		1007.39	
Ser	Meas	Sal.	Temp	Density	S. vel.	Press	Date	Time		
1	383	37.78	22.255	26.380	1531.04	27.87	04/11/2014	06:10:43
1	384	37.78	22.252	26.379	1531.02	27.01	04/11/2014	06:10:44
1	385	37.78	22.248	26.374	1531.00	26.28	04/11/2014	06:10:45
1	386	37.77	22.248	26.365	1530.98	25.52	04/11/2014	06:10:46
1	387	37.78	22.245	26.371	1530.97	24.74	04/11/2014	06:10:47
1	388	37.78	22.246	26.367	1530.95	23.93	04/11/2014	06:10:48
1	389	37.77	22.246	26.357	1530.93	23.10	04/11/2014	06:10:49
1	390	37.77	22.247	26.353	1530.92	22.33	04/11/2014	06:10:50
1	391	37.77	22.244	26.353	1530.91	21.61	04/11/2014	06:10:51
1	392	37.78	22.243	26.351	1530.89	20.80	04/11/2014	06:10:52
1	393	37.78	22.242	26.348	1530.87	19.95	04/11/2014	06:10:53
1	394	37.79	22.241	26.352	1530.87	19.21	04/11/2014	06:10:54
1	395	37.78	22.240	26.344	1530.85	18.40	04/11/2014	06:10:55
1	396	37.78	22.239	26.342	1530.83	17.63	04/11/2014	06:10:56
1	397	37.78	22.241	26.337	1530.82	16.83	04/11/2014	06:10:57
1	398	37.78	22.243	26.332	1530.81	16.09	04/11/2014	06:10:58
1	399	37.78	22.238	26.333	1530.79	15.30	04/11/2014	06:10:59
1	400	37.78	22.238	26.329	1530.77	14.38	04/11/2014	06:11:00
1	401	37.79	22.235	26.329	1530.75	13.56	04/11/2014	06:11:01
1	402	37.78	22.236	26.319	1530.74	12.90	04/11/2014	06:11:02
1	403	37.78	22.244	26.315	1530.75	12.15	04/11/2014	06:11:03
1	404	37.78	22.245	26.310	1530.74	11.32	04/11/2014	06:11:04
1	405	37.78	22.246	26.312	1530.73	10.50	04/11/2014	06:11:05
1	406	37.78	22.248	26.307	1530.72	9.71	04/11/2014	06:11:06
1	407	37.78	22.247	26.299	1530.70	8.88	04/11/2014	06:11:07
1	408	37.78	22.245	26.297	1530.68	8.13	04/11/2014	06:11:08
1	409	37.77	22.246	26.288	1530.67	7.39	04/11/2014	06:11:09
1	410	37.77	22.246	26.284	1530.65	6.55	04/11/2014	06:11:10
1	411	37.78	22.247	26.286	1530.65	5.65	04/11/2014	06:11:11
1	412	37.77	22.242	26.281	1530.62	4.94	04/11/2014	06:11:12
1	413	37.77	22.238	26.276	1530.59	4.19	04/11/2014	06:11:13
1	414	37.76	22.237	26.268	1530.57	3.43	04/11/2014	06:11:14
1	415	37.77	22.237	26.271	1530.57	2.78	04/11/2014	06:11:15
1	416	37.78	22.238	26.273	1530.57	1.91	04/11/2014	06:11:16
1	417	37.76	22.237	26.257	1530.53	0.74	04/11/2014	06:11:17
1	418	37.77	22.235	26.256	1530.51	0.08	04/11/2014	06:11:18
1	419	0.05	22.191	-2.233	1488.93	0.00	04/11/2014	06:11:19
1	420	0.07	22.048	-2.182	1488.54	0.00	04/11/2014	06:11:20
1	421	0.07	21.922	-2.157	1488.17	0.00	04/11/2014	06:11:21
1	422	0.08	21.778	-2.113	1487.77	0.00	04/11/2014	06:11:22
1	423	0.08	21.620	-2.081	1487.30	0.00	04/11/2014	06:11:23
1	424	0.07	21.533	-2.066	1487.04	0.00	04/11/2014	06:11:24
1	425	0.08	21.430	-2.035	1486.74	0.00	04/11/2014	06:11:25
1	426	0.07	21.285	-2.011	1486.31	0.00	04/11/2014	06:11:26
1	427	0.07	21.165	-1.984	1485.95	0.00	04/11/2014	06:11:27
1	428	0.08	21.043	-1.950	1485.60	0.00	04/11/2014	06:11:28
1	429	0.08	20.928	-1.929	1485.25	0.00	04/11/2014	06:11:29
1	430	0.07	20.808	-1.910	1484.88	0.00	04/11/2014	06:11:30
1	431	0.08	20.705	-1.884	1484.58	0.00	04/11/2014	06:11:31
1	432	0.08	20.566	-1.855	1484.16	0.00	04/11/2014	06:11:32
1	433	0.08	20.406	-1.821	1483.67	0.00	04/11/2014	06:11:33
1	434	0.08	20.232	-1.784	1483.14	0.00	04/11/2014	06:11:34
1	435	0.08	20.098	-1.756	1482.73	0.00	04/11/2014	06:11:35
1	436	0.08	19.986	-1.733	1482.39	0.00	04/11/2014	06:11:36
1	437	0.08	19.879	-1.710	1482.06	0.00	04/11/2014	06:11:37
1	438	0.08	19.755	-1.685	1481.68	0.00	04/11/2014	06:11:38
1	439	0.09	19.592	-1.644	1481.19	0.00	04/11/2014	06:11:39
1	440	0.08	19.423	-1.617	1480.65	0.00	04/11/2014	06:11:40
1	441	0.08	19.300	-1.593	1480.27	0.00	04/11/2014	06:11:41
1	442	0.09	19.194	-1.564	1479.95	0.00	04/11/2014	06:11:42
1	443	0.08	19.073	-1.548	1479.55	0.00	04/11/2014	06:11:43
1	444	0.08	18.959	-1.521	1479.20	0.00	04/11/2014	06:11:44
1	445	0.08	18.860	-1.506	1478.88	0.00	04/11/2014	06:11:45
1	446	0.08	18.795	-1.489	1478.68	0.00	04/11/2014	06:11:46
1	447	0.08	18.752	-1.481	1478.54	0.00	04/11/2014	06:11:47
1	448	0.08	18.726	-1.480	1478.46	0.00	04/11/2014	06:11:48
1	449	0.09	18.714	-1.469	1478.43	0.00	04/11/2014	06:11:49
1	450	0.08	18.713	-1.477	1478.41	0.00	04/11/2014	06:11:50
1	451	0.08	18.709	-1.476	1478.40	0.00	04/11/2014	06:11:51
1	452	0.08	18.705	-1.476	1478.39	0.00	04/11/2014	06:11:52
1	453	0.08	18.710	-1.477	1478.41	0.00	04/11/2014	06:11:53
1	454	0.08	18.680	-1.467	1478.31	0.00	04/11/2014	06:11:54
1	455	0.08	18.654	-1.466	1478.23	0.00	04/11/2014	06:11:55
1	456	0.09	18.655	-1.458	1478.24	0.00	04/11/2014	06:11:56
1	457	0.08	18.659	-1.463	1478.25	0.00	04/11/2014	06:11:57
1	458	0.08	18.666	-1.468	1478.27	0.00	04/11/2014	06:11:58
1	459	0.08	18.655	-1.462	1478.24	0.00	04/11/2014	06:11:59
1	460	0.09	18.672	-1.461	1478.30	0.00	04/11/2014	06:12:00
1	461	0.08	18.692	-1.473	1478.35	0.00	04/11/2014	06:12:01
1	462	0.08	18.690	-1.469	1478.35	0.00	04/11/2014	06:12:02
1	463	0.08	18.674	-1.470	1478.29	0.00	04/11/2014	06:12:03
1	464	0.08	18.677	-1.470	1478.30	0.00	04/11/2014	06:12:04
1	465	0.08	18.683	-1.471	1478.32	0.00	04/11/2014	06:12:05
1	466	0.08	18.697	-1.474	1478.37	0.00	04/11/2014	06:12:06
1	467	0.09	18.736	-1.473	1478.50	0.00	04/11/2014	06:12:07
1	468	0.08	18.769	-1.488	1478.59	0.00	04/11/2014	06:12:08
1	469	0.09	18.777	-1.481	1478.63	0.00	04/11/2014	06:12:09
1	470	0.09	18.752	-1.477	1478.55	0.00	04/11/2014	06:12:10
1	471	0.08	18.728	-1.480	1478.46	0.00	04/11/2014	06:12:11
1	472	0.08	18.740	-1.478	1478.51	0.00	04/11/2014	06:12:12
1	473	0.08	18.780	-1.490	1478.63	0.00	04/11/2014	06:12:13
1	474	0.08	18.800	-1.490	1478.70	0.00	04/11/2014	06:12:14
1	475	0.08	18.802	-1.494	1478.70	0.00	04/11/2014	06:12:15
1	476	0.08	18.832	-1.496	1478.80	0.00	04/11/2014	06:12:16
1	477	0.07	18.863	-1.510	1478.88	0.00	04/11/2014	06:12:17
1	478	0.08	18.861	-1.506	1478.89	0.00	04/11/2014	06:12:18
1	479	0.08	18.863	-1.506	1478.89	0.00	04/11/2014	06:12:19
1	480	0.09	18.883	-1.502	1478.96	0.00	04/11/2014	06:12:20
1	481	0.08	18.902	-1.514	1479.02	0.00	04/11/2014	06:12:21
1	482	0.08	18.910	-1.511	1479.04	0.00	04/11/2014	06:12:22
1	483	0.08	18.912	-1.512	1479.05	0.00	04/11/2014	06:12:23
1	484	0.08	18.922	-1.518	1479.08	0.00	04/11/2014	06:12:24
1	485	0.08	18.925	-1.518	1479.09	0.00	04/11/2014	06:12:25
1	486	0.08	18.922	-1.518	1479.08	0.00	04/11/2014	06:12:26
1	487	0.08	18.895	-1.509	1479.00	0.00	04/11/2014	06:12:27
1	488	0.08	18.825	-1.499	1478.77	0.00	04/11/2014	06:12:28
1	489	0.08	18.717	-1.478	1478.43	0.00	04/11/2014	06:12:29
1	490	0.08	18.593	-1.450	1478.04	0.00	04/11/2014	06:12:30
1	491	0.08	18.505	-1.433	1477.76	0.00	04/11/2014	06:12:31
1	492	0.08	18.404	-1.418	1477.43	0.00	04/11/2014	06:12:32
1	493	0.08	18.306	-1.399	1477.12	0.00	04/11/2014	06:12:33
1	494	0.08	18.252	-1.385	1476.95	0.00	04/11/2014	06:12:34
1	495	0.09	18.219	-1.374	1476.85	0.00	04/11/2014	06:12:35
1	496	0.08	18.187	-1.373	1476.74	0.00	04/11/2014	06:12:36
1	497	0.08	18.162	-1.372	1476.66	0.00	04/11/2014	06:12:37
1	498	0.08	18.164	-1.368	1476.67	0.00	04/11/2014	06:12:38
1	499	0.08	18.174	-1.374	1476.69	0.00	04/11/2014	06:12:39
1	500	0.08	18.159	-1.371	1476.65	0.00	04/11/2014	06:12:40
1	501	0.08	18.163	-1.368	1476.66	0.00	04/11/2014	06:12:41
1	502	0.08	18.178	-1.375	1476.71	0.00	04/11/2014	06:12:42
1	503	0.08	18.193	-1.378	1476.75	0.00	04/11/2014	06:12:43
1	504	0.08	18.165	-1.373	1476.66	0.00	04/11/2014	06:12:44
1	505	0.08	18.154	-1.366	1476.63	0.00	04/11/2014	06:12:45
1	506	0.08	18.132	-1.362	1476.56	0.00	04/11/2014	06:12:46
1	507	0.09	18.103	-1.353	1476.47	0.00	04/11/2014	06:12:47
1	508	0.08	18.043	-1.350	1476.27	0.00	04/11/2014	06:12:48
1	509	0.08	18.035	-1.348	1476.24	0.00	04/11/2014	06:12:49
1	510	0.08	18.046	-1.350	1476.28	0.00	04/11/2014	06:12:50
1	511	0.08	18.013	-1.344	1476.17	0.00	04/11/2014	06:12:51
1	512	0.08	17.994	-1.341	1476.11	0.00	04/11/2014	06:12:52
1	513	0.08	18.000	-1.342	1476.13	0.00	04/11/2014	06:12:53
1	514	0.08	18.001	-1.342	1476.13	0.00	04/11/2014	06:12:54
1	515	0.08	17.998	-1.341	1476.12	0.00	04/11/2014	06:12:55
1	516	0.08	18.006	-1.343	1476.15	0.00	04/11/2014	06:12:56
1	517	0.08	18.005	-1.343	1476.14	0.00	04/11/2014	06:12:57
1	518	0.08	17.981	-1.338	1476.07	0.00	04/11/2014	06:12:58
1	519	0.08	17.981	-1.334	1476.08	0.00	04/11/2014	06:12:59
1	520	0.08	17.981	-1.338	1476.07	0.00	04/11/2014	06:13:00
1	521	0.08	18.000	-1.342	1476.13	0.00	04/11/2014	06:13:01
1	522	0.08	18.039	-1.349	1476.26	0.00	04/11/2014	06:13:02
1	523	0.08	18.067	-1.354	1476.35	0.00	04/11/2014	06:13:03
1	524	0.08	18.097	-1.360	1476.45	0.00	04/11/2014	06:13:04
1	525	0.08	18.093	-1.359	1476.43	0.00	04/11/2014	06:13:05
1	526	0.08	18.100	-1.360	1476.45	0.00	04/11/2014	06:13:06
1	527	0.08	18.105	-1.361	1476.47	0.00	04/11/2014	06:13:07
1	528	0.08	18.129	-1.366	1476.55	0.00	04/11/2014	06:13:08
1	529	0.08	18.157	-1.371	1476.64	0.00	04/11/2014	06:13:09
1	530	0.07	18.185	-1.380	1476.72	0.00	04/11/2014	06:13:10
1	531	0.08	18.213	-1.382	1476.82	0.00	04/11/2014	06:13:11
1	532	0.09	18.235	-1.377	1476.90	0.00	04/11/2014	06:13:12
1	533	0.08	18.257	-1.386	1476.96	0.00	04/11/2014	06:13:13
1	534	0.08	18.281	-1.394	1477.04	0.00	04/11/2014	06:13:14
1	535	0.09	18.306	-1.391	1477.13	0.00	04/11/2014	06:13:15
1	536	0.08	18.326	-1.399	1477.19	0.00	04/11/2014	06:13:16
1	537	0.09	18.314	-1.392	1477.15	0.00	04/11/2014	06:13:17
1	538	0.08	18.317	-1.401	1477.15	0.00	04/11/2014	06:13:18
1	539	0.08	18.361	-1.410	1477.29	0.00	04/11/2014	06:13:19
1	540	0.08	18.409	-1.419	1477.45	0.00	04/11/2014	06:13:20
1	541	0.09	18.463	-1.421	1477.63	0.00	04/11/2014	06:13:21
1	542	0.08	18.516	-1.435	1477.79	0.00	04/11/2014	06:13:22
1	543	0.09	18.561	-1.440	1477.94	0.00	04/11/2014	06:13:23
1	544	0.09	18.602	-1.447	1478.07	0.00	04/11/2014	06:13:24
1	545	0.08	18.628	-1.461	1478.15	0.00	04/11/2014	06:13:25
1	546	0.09	18.641	-1.455	1478.20	0.00	04/11/2014	06:13:26
1	547	0.09	18.651	-1.457	1478.23	0.00	04/11/2014	06:13:27
1	548	0.08	18.658	-1.462	1478.25	0.00	04/11/2014	06:13:28
1	549	0.09	18.664	-1.459	1478.27	0.00	04/11/2014	06:13:29
1	550	0.08	18.665	-1.468	1478.27	0.00	04/11/2014	06:13:30
1	551	0.08	18.649	-1.461	1478.22	0.00	04/11/2014	06:13:31
1	552	0.09	18.621	-1.451	1478.13	0.00	04/11/2014	06:13:32
1	553	0.09	18.608	-1.449	1478.09	0.00	04/11/2014	06:13:33
1	554	0.08	18.609	-1.453	1478.09	0.00	04/11/2014	06:13:34
1	555	0.09	18.615	-1.450	1478.11	0.00	04/11/2014	06:13:35
1	556	0.08	18.622	-1.455	1478.13	0.00	04/11/2014	06:13:36
1	557	0.08	18.652	-1.461	1478.23	0.00	04/11/2014	06:13:37
1	558	0.08	18.672	-1.469	1478.29	0.00	04/11/2014	06:13:38
1	559	0.08	18.703	-1.471	1478.39	0.00	04/11/2014	06:13:39
1	560	0.08	18.709	-1.476	1478.41	0.00	04/11/2014	06:13:40
1	561	0.08	18.680	-1.467	1478.32	0.00	04/11/2014	06:13:41
1	562	0.08	18.670	-1.465	1478.28	0.00	04/11/2014	06:13:42
1	563	0.08	18.676	-1.466	1478.30	0.00	04/11/2014	06:13:43
1	564	0.08	18.679	-1.466	1478.31	0.00	04/11/2014	06:13:44
1	565	0.09	18.678	-1.462	1478.31	0.00	04/11/2014	06:13:45
1	566	0.09	18.688	-1.464	1478.35	0.00	04/11/2014	06:13:46
1	567	0.08	18.711	-1.473	1478.41	0.00	04/11/2014	06:13:47
1	568	0.09	18.718	-1.470	1478.44	0.00	04/11/2014	06:13:48
1	569	0.09	18.730	-1.472	1478.48	0.00	04/11/2014	06:13:49
1	570	0.08	18.759	-1.482	1478.57	0.00	04/11/2014	06:13:50
1	571	0.08	18.766	-1.487	1478.59	0.00	04/11/2014	06:13:51
1	572	0.08	18.767	-1.484	1478.59	0.00	04/11/2014	06:13:52
1	573	0.08	18.774	-1.485	1478.61	0.00	04/11/2014	06:13:53
1	574	0.08	18.795	-1.489	1478.68	0.00	04/11/2014	06:13:54
1	575	0.09	18.815	-1.489	1478.75	0.00	04/11/2014	06:13:55
1	576	0.09	18.824	-1.491	1478.78	0.00	04/11/2014	06:13:56
1	577	0.08	18.850	-1.500	1478.86	0.00	04/11/2014	06:13:57
1	578	0.08	18.874	-1.504	1478.93	0.00	04/11/2014	06:13:58
1	579	0.08	18.885	-1.507	1478.97	0.00	04/11/2014	06:13:59
1	580	0.09	18.853	-1.496	1478.87	0.00	04/11/2014	06:14:00
1	581	0.09	18.824	-1.491	1478.78	0.00	04/11/2014	06:14:01
1	582	0.08	18.828	-1.495	1478.79	0.00	04/11/2014	06:14:02
1	583	0.08	18.856	-1.501	1478.87	0.00	04/11/2014	06:14:03
1	584	0.09	18.877	-1.501	1478.94	0.00	04/11/2014	06:14:04
1	585	0.09	18.885	-1.502	1478.97	0.00	04/11/2014	06:14:05
1	586	0.08	18.844	-1.499	1478.84	0.00	04/11/2014	06:14:06
1	587	0.08	18.765	-1.483	1478.59	0.00	04/11/2014	06:14:07
1	588	0.09	18.696	-1.466	1478.37	0.00	04/11/2014	06:14:08
1	589	0.08	18.641	-1.459	1478.19	0.00	04/11/2014	06:14:09
1	590	0.08	18.562	-1.448	1477.94	0.00	04/11/2014	06:14:10
1	591	0.08	18.479	-1.432	1477.67	0.00	04/11/2014	06:14:11
1	592	0.08	18.418	-1.416	1477.48	0.00	04/11/2014	06:14:12
1	593	0.09	18.391	-1.407	1477.40	0.00	04/11/2014	06:14:13
1	594	0.08	18.366	-1.406	1477.31	0.00	04/11/2014	06:14:14
1	595	0.09	18.317	-1.393	1477.16	0.00	04/11/2014	06:14:15
1	596	0.08	18.258	-1.390	1476.96	0.00	04/11/2014	06:14:16
1	597	0.09	18.199	-1.371	1476.78	0.00	04/11/2014	06:14:17
1	598	0.08	18.179	-1.375	1476.71	0.00	04/11/2014	06:14:18
1	599	0.08	18.160	-1.372	1476.65	0.00	04/11/2014	06:14:19
1	600	0.08	18.166	-1.373	1476.66	0.00	04/11/2014	06:14:20
1	601	0.08	18.160	-1.367	1476.65	0.00	04/11/2014	06:14:21
1	602	0.08	18.121	-1.364	1476.52	0.00	04/11/2014	06:14:22
1	603	0.07	18.093	-1.363	1476.42	0.00	04/11/2014	06:14:23
1	604	0.08	18.061	-1.353	1476.33	0.00	04/11/2014	06:14:24
1	605	0.07	18.068	-1.358	1476.34	0.00	04/11/2014	06:14:25
1	606	0.08	18.088	-1.358	1476.42	0.00	04/11/2014	06:14:26
1	607	0.08	18.109	-1.358	1476.49	0.00	04/11/2014	06:14:27
1	608	0.08	18.135	-1.363	1476.57	0.00	04/11/2014	06:14:28
1	609	0.08	18.172	-1.370	1476.69	0.00	04/11/2014	06:14:29
1	610	0.08	18.190	-1.373	1476.75	0.00	04/11/2014	06:14:30
1	611	0.08	18.191	-1.377	1476.75	0.00	04/11/2014	06:14:31
1	612	0.08	18.183	-1.376	1476.72	0.00	04/11/2014	06:14:32
1	613	0.08	18.206	-1.376	1476.80	0.00	04/11/2014	06:14:33
1	614	0.08	18.258	-1.390	1476.96	0.00	04/11/2014	06:14:34
1	615	0.08	18.320	-1.398	1477.17	0.00	04/11/2014	06:14:35
1	616	0.08	18.377	-1.413	1477.35	0.00	04/11/2014	06:14:36
1	617	0.08	18.433	-1.423	1477.52	0.00	04/11/2014	06:14:37
1	618	0.08	18.494	-1.435	1477.72	0.00	04/11/2014	06:14:38
1	619	0.08	18.560	-1.448	1477.93	0.00	04/11/2014	06:14:39
1	620	0.08	18.613	-1.458	1478.10	0.00	04/11/2014	06:14:40
1	621	0.08	18.665	-1.468	1478.26	0.00	04/11/2014	06:14:41
1	622	0.08	18.710	-1.477	1478.40	0.00	04/11/2014	06:14:42
1	623	0.08	18.755	-1.481	1478.55	0.00	04/11/2014	06:14:43
1	624	0.08	18.804	-1.495	1478.70	0.00	04/11/2014	06:14:44
1	625	0.08	18.870	-1.508	1478.91	0.00	04/11/2014	06:14:45
1	626	0.08	18.924	-1.518	1479.08	0.00	04/11/2014	06:14:46
1	627	0.08	18.969	-1.527	1479.23	0.00	04/11/2014	06:14:47
1	628	0.08	19.008	-1.535	1479.35	0.00	04/11/2014	06:14:48
1	629	0.08	19.045	-1.542	1479.46	0.00	04/11/2014	06:14:49
1	630	0.08	19.085	-1.546	1479.60	0.00	04/11/2014	06:14:50
1	631	0.08	19.120	-1.557	1479.70	0.00	04/11/2014	06:14:51
1	632	0.08	19.156	-1.564	1479.81	0.00	04/11/2014	06:14:52
1	633	0.08	19.189	-1.571	1479.92	0.00	04/11/2014	06:14:53
1	634	0.08	19.214	-1.576	1479.99	0.00	04/11/2014	06:14:54
1	635	0.08	19.241	-1.581	1480.08	0.00	04/11/2014	06:14:55
1	636	0.08	19.266	-1.586	1480.15	0.00	04/11/2014	06:14:56
